0,1,2,3
0.9999982876712329,0.0,0.0,50.28
0.9999965753424658,0.0,0.0,48.1
0.9999948630136987,0.0,0.0,49.34
0.9998970180667741,0.9,-0.9,49.22
0.999895305738007,0.9,0.0,54.09
0.9998935934092399,0.9,0.0,64.2
0.9998918810804728,0.9,0.0,76.9
0.9998901687517057,0.9,0.0,84.66
0.9998884564229386,0.9,0.0,85.99
0.9998867440941714,0.9,0.0,86.25
0.9998850317654043,0.9,0.0,83.17
0.9998833194366372,0.9,0.0,80.38
0.9998816071078701,0.9,0.0,78.43
0.999879894779103,0.9,0.0,78.64
0.9998781824503359,0.9,0.0,104.63
0.9998764701215688,0.9,0.0,125.61
0.9998747577928017,0.9,0.0,121.95
0.9998747577928017,0.08099999999999996,0.8190000000000001,109.92
0.9998730454640345,0.08099999999999996,0.0,107.67
0.9998713331352674,0.08099999999999996,0.0,104.13
0.9998696208065003,0.08099999999999996,0.0,81.13
0.9998679084777332,0.08099999999999996,0.0,74.77
0.9998661961489661,0.08099999999999996,0.0,88.12
0.999864483820199,0.08099999999999996,0.0,73.99
0.9998627714914319,0.08099999999999996,0.0,64.99
0.9998610591626648,0.08099999999999996,0.0,62.61
0.9998593468338977,0.08099999999999996,0.0,67.04
0.9997615018869731,0.981,-0.9,78.68
0.999759789558206,0.981,0.0,98.66
0.9997580772294389,0.981,0.0,117.66
0.9997563649006718,0.981,0.0,123.35
0.9997546525719047,0.981,0.0,132.01
0.9997529402431375,0.981,0.0,147.7
0.9997512279143704,0.981,0.0,126.24
0.9997512279143704,0.16199999999999992,0.8190000000000001,121.53
0.9997495155856033,0.16199999999999992,0.0,115.79
0.9997478032568362,0.16199999999999992,0.0,110.58
0.9997460909280691,0.16199999999999992,0.0,114.12
0.9996715428638545,0.9997460909280691,-0.8377460909280692,164.38
0.9996698305350874,0.9997460909280691,0.0,199.99
0.9996681182063203,0.9997460909280691,0.0,203.51
0.9996664058775532,0.9997460909280691,0.0,188.21
0.9996664058775532,0.18074609092806904,0.8190000000000001,187.37
0.9996646935487861,0.18074609092806904,0.0,164.35
0.999662981220019,0.18074609092806904,0.0,120.28
0.9996612688912518,0.18074609092806904,0.0,101.01
0.9996595565624847,0.18074609092806904,0.0,89.6
0.9996578442337176,0.18074609092806904,0.0,75.27
0.9996561319049505,0.18074609092806904,0.0,65.93
0.9996544195761834,0.18074609092806904,0.0,65.54
0.9996527072474163,0.18074609092806904,0.0,67.61
0.9995841693942258,0.9996527072474163,-0.8189066163193472,85.25
0.9995824570654587,0.9996527072474163,0.0,121.91
0.9995807447366916,0.9996527072474163,0.0,140.47
0.9995790324079245,0.9996527072474163,0.0,138.4
0.9995773200791573,0.9996527072474163,0.0,143.48
0.9995756077503902,0.9996527072474163,0.0,148.55
0.9995738954216231,0.9996527072474163,0.0,145.91
0.999572183092856,0.9996527072474163,0.0,143.47
0.9995704707640889,0.9996527072474163,0.0,143.42
0.9995687584353218,0.9996527072474163,0.0,143.31
0.9995670461065547,0.9996527072474163,0.0,143.33
0.9995653337777876,0.9996527072474163,0.0,161.92
0.9995636214490204,0.9996527072474163,0.0,190.26
0.9995619091202533,0.9996527072474163,0.0,185.3
0.9995619091202533,0.18065270724741622,0.8190000000000001,177.9
0.9995601967914862,0.18065270724741622,0.0,165.39
0.9995584844627191,0.18065270724741622,0.0,154.56
0.999556772133952,0.18065270724741622,0.0,139.48
0.9995550598051849,0.18065270724741622,0.0,93.7
0.9995533474764178,0.18065270724741622,0.0,57.93
0.9995516351476507,0.18065270724741622,0.0,48.13
0.9995499228188836,0.18065270724741622,0.0,45.27
0.9995482104901164,0.18065270724741622,0.0,45.15
0.9995464981613493,0.18065270724741622,0.0,45.26
0.9994779642384145,0.9995464981613493,-0.8188937909139331,51.61
0.9994762519096474,0.9995464981613493,0.0,83.8
0.9994745395808803,0.9995464981613493,0.0,88.58
0.9994728272521132,0.9995464981613493,0.0,87.07
0.9994711149233461,0.9995464981613493,0.0,92.0
0.999469402594579,0.9995464981613493,0.0,90.59
0.9994676902658118,0.9995464981613493,0.0,87.21
0.9994659779370447,0.9995464981613493,0.0,82.6
0.9994642656082776,0.9995464981613493,0.0,81.6
0.9994625532795105,0.9995464981613493,0.0,77.22
0.9994608409507434,0.9995464981613493,0.0,80.73
0.9994591286219763,0.9995464981613493,0.0,99.0
0.9994574162932092,0.9995464981613493,0.0,132.09
0.999455703964442,0.9995464981613493,0.0,103.58
0.999455703964442,0.18054649816134927,0.8190000000000001,101.31
0.9994539916356749,0.18054649816134927,0.0,96.9
0.9994522793069078,0.18054649816134927,0.0,87.58
0.9994505669781407,0.18054649816134927,0.0,82.87
0.9994488546493736,0.18054649816134927,0.0,57.51
0.9994471423206065,0.18054649816134927,0.0,50.17
0.9994454299918394,0.18054649816134927,0.0,44.53
0.9994437176630723,0.18054649816134927,0.0,42.03
0.9994420053343052,0.18054649816134927,0.0,39.4
0.999440293005538,0.18054649816134927,0.0,40.58
0.9993717590813989,0.999440293005538,-0.8188937948441888,43.0
0.9993700467526317,0.999440293005538,0.0,44.84
0.9993683344238646,0.999440293005538,0.0,52.19
0.9993666220950975,0.999440293005538,0.0,58.16
0.9993649097663304,0.999440293005538,0.0,62.79
0.9993631974375633,0.999440293005538,0.0,63.65
0.9993614851087962,0.999440293005538,0.0,61.2
0.9993597727800291,0.999440293005538,0.0,57.59
0.999358060451262,0.999440293005538,0.0,53.92
0.9993563481224949,0.999440293005538,0.0,52.48
0.9993546357937277,0.999440293005538,0.0,52.85
0.9993529234649606,0.999440293005538,0.0,63.71
0.9993512111361935,0.999440293005538,0.0,84.94
0.9993494988074264,0.999440293005538,0.0,74.32
0.9993494988074264,0.180440293005538,0.8190000000000001,70.63
0.9993477864786593,0.180440293005538,0.0,65.18
0.9993460741498922,0.180440293005538,0.0,61.95
0.9993443618211251,0.180440293005538,0.0,55.77
0.999342649492358,0.180440293005538,0.0,51.38
0.9993409371635908,0.180440293005538,0.0,40.94
0.9993392248348237,0.180440293005538,0.0,38.04
0.9993375125060566,0.180440293005538,0.0,35.33
0.9993358001772895,0.180440293005538,0.0,34.62
0.9993340878485224,0.180440293005538,0.0,35.16
0.9992655539243835,0.9993340878485224,-0.8188937948429844,35.31
0.9992655539243835,0.9992655539243835,6.853392413885828e-05,37.43
0.9992638415956164,0.9992655539243835,0.0,37.79
0.9992621292668493,0.9992655539243835,0.0,41.02
0.9992604169380822,0.9992655539243835,0.0,45.11
0.9992587046093151,0.9992655539243835,0.0,49.19
0.999256992280548,0.9992655539243835,0.0,49.62
0.9992552799517809,0.9992655539243835,0.0,53.81
0.9992535676230138,0.9992655539243835,0.0,53.1
0.9992518552942466,0.9992655539243835,0.0,52.66
0.9992501429654795,0.9992655539243835,0.0,52.7
0.9992484306367124,0.9992655539243835,0.0,59.06
0.9992467183079453,0.9992655539243835,0.0,76.48
0.9992450059791782,0.9992655539243835,0.0,71.37
0.9992450059791782,0.18026555392438348,0.8190000000000001,60.3
0.9992432936504111,0.18026555392438348,0.0,57.17
0.999241581321644,0.18026555392438348,0.0,53.97
0.9992398689928769,0.18026555392438348,0.0,50.42
0.9992381566641098,0.18026555392438348,0.0,41.0
0.9992364443353426,0.18026555392438348,0.0,37.04
0.9992347320065755,0.18026555392438348,0.0,34.66
0.9992330196778084,0.18026555392438348,0.0,34.27
0.9992313073490413,0.18026555392438348,0.0,36.28
0.9991627513708955,0.9992313073490413,-0.8189657534246578,36.59
0.9991610390421284,0.9992313073490413,0.0,39.17
0.9991593267133613,0.9992313073490413,0.0,48.18
0.9991576143845942,0.9992313073490413,0.0,54.23
0.999155902055827,0.9992313073490413,0.0,53.25
0.9991541897270599,0.9992313073490413,0.0,55.67
0.9991524773982928,0.9992313073490413,0.0,56.16
