Time_index,WindPower_MW
1,0.189759512
2,0.091147842
3,0.047913872
4,0.026783924
5,0.016072129
6,0
7,0.001687142
8,0
9,0
10,0
11,0
12,0.019924439
13,0.105608106
14,0.207596883
15,0.37298546
16,0.62705269
17,0.704678078
18,0.748125056
19,0.766523997
20,0.924955383
21,0.967383931
22,0.881491199
23,0.993684495
24,1
25,0.994797145
26,0.989375655
27,0.986897851
28,0.94969584
29,0.930053229
30,0.983628531
31,0.999507651
32,1
33,0.998026922
34,0.992373442
35,0.974156812
36,0.975350703
37,0.982105901
38,0.967147976
39,0.945088198
40,0.948234295
41,0.938890532
42,0.963749949
43,0.977625315
44,0.9782201
45,0.949094132
46,0.915702249
47,0.803576738
48,0.728824879
49,0.607991224
50,0.645650203
51,0.552890681
52,0.627530659
53,0.650146241
54,0.655551359
55,0.70651418
56,0.751888807
57,0.737180134
58,0.65497071
59,0.786935111
60,0.893918246
61,0.926968907
62,0.796267773
63,0.817636788
64,0.933174744
65,0.978742798
66,0.989125426
67,0.99936903
68,1
69,1
70,1
71,1
72,1
73,1
74,0.989226882
75,0.986233786
76,0.981808325
77,0.931872075
78,0.801091045
79,0.759749323
80,0.622302979
81,0.457079776
82,0.278784504
83,0.219756057
84,0.122835175
85,0.107031656
86,0.108845577
87,0.172888204
88,0.213370589
89,0.289699602
90,0.424305948
91,0.486532268
92,0.687746629
93,0.805176695
94,0.869178414
95,0.876671498
96,0.858994648
97,0.840710352
98,0.839284102
99,0.784917643
100,0.682210411
101,0.493313524
102,0.427564691
103,0.408428388
104,0.370151641
105,0.348093381
106,0.398219617
107,0.402224615
108,0.416459873
109,0.386564538
110,0.372834432
111,0.448417231
112,0.552989843
113,0.671556319
114,0.780659532
115,0.679028362
116,0.491937151
117,0.260793691
118,0.196007303
119,0.101920212
120,0.04689524
121,0.024444963
122,0.052714173
123,0.16602034
124,0.246247267
125,0.278976418
126,0.411188386
127,0.604407857
128,0.691575587
129,0.723675986
130,0.814021518
131,0.908372074
132,0.799106687
133,0.737134794
134,0.755457689
135,0.783506056
136,0.710258678
137,0.790198868
138,0.930127684
139,0.950030307
140,0.963417302
141,0.963718027
142,0.861502434
143,0.643963794
144,0.541335295
145,0.414061849
146,0.34220059
147,0.286089418
148,0.173991077
149,0.127844316
150,0.113716815
151,0.139683613
152,0.255037063
153,0.337807288
154,0.344002279
155,0.339286593
156,0.318314329
157,0.424118606
158,0.429963832
159,0.453084745
160,0.615748912
161,0.882558142
162,0.859505072
163,0.847612431
164,0.845987101
165,0.616838624
166,0.774318104
167,0.852618014
168,0.87175336
169,0.82367305
170,0.712466781
171,0.534330835
172,0.517679468
173,0.568689858
174,0.539980859
175,0.503523171
176,0.389243647
177,0.296673045
178,0.220175793
179,0.099352723
180,0.049840205
181,0.147778611
182,0.148668515
183,0.175251925
184,0.297664673
185,0.261196685
186,0.298844608
187,0.465491742
188,0.555635239
189,0.581542864
190,0.367108626
191,0.349755916
192,0.296087089
193,0.26269369
194,0.308997211
195,0.365757185
196,0.349532483
197,0.293702559
198,0.18979046
199,0.127868713
200,0.077467551
201,0.038004485
202,0.017757015
203,0.002626264
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,7.37E-05
212,0.00717879
213,0.014223583
214,0.023563548
215,0.03302487
216,0.060784521
217,0.099206307
218,0.15232803
219,0.229631441
220,0.264806688
221,0.316077563
222,0.350933045
223,0.431174047
224,0.446659654
225,0.508245888
226,0.570255225
227,0.653825149
228,0.718748227
229,0.657640134
230,0.600549643
231,0.661056697
232,0.556865459
233,0.513009576
234,0.814385001
235,0.804367751
236,0.770849283
237,0.905062417
238,0.863072808
239,0.536205761
240,0.312237029
241,0.196541375
242,0.042712288
243,0.021251272
244,0.008366343
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0.007409497
253,0.024963319
254,0.044777304
255,0.078089767
256,0.117614914
257,0.165060222
258,0.276349913
259,0.367805171
260,0.609875448
261,0.793562556
262,0.89055343
263,0.987174158
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,0.887263288
274,0.575965963
275,0.47051519
276,0.505672062
277,0.28605964
278,0.190616423
279,0.121017398
280,0.111058816
281,0.100166839
282,0.032528404
283,0.001172877
284,0
285,0
286,0
287,0
288,0.000499853
289,0.077651174
290,0.267521586
291,0.684352341
292,0.917876249
293,0.931837772
294,0.995934809
295,1
296,1
297,1
298,0.999919478
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,0.999787877
317,0.994968623
318,0.977647195
319,0.958047951
320,0.922477588
321,0.862006197
322,0.801341097
323,0.707620402
324,0.669827859
325,0.675692186
326,0.713058909
327,0.775832171
328,0.801348448
329,0.863700574
330,0.904364173
331,0.900485506
332,0.782442873
333,0.744130969
334,0.834757889
335,0.846193179
336,0.784157693
337,0.544675301
338,0.639732823
339,0.66367582
340,0.73204195
341,0.643032615
342,0.640948842
343,0.792491302
344,0.852490281
345,0.912835941
346,0.941449229
347,0.884592667
348,0.855527331
349,0.843238115
350,0.885261262
351,0.816800977
352,0.77672938
353,0.803334708
354,0.901606197
355,0.818549593
356,0.813795115
357,0.960063845
358,0.932600041
359,0.83780839
360,0.746426955
361,0.64357762
362,0.565600459
363,0.460805118
364,0.338106707
365,0.241687164
366,0.157436871
367,0.088308931
368,0.040108665
369,0.011351244
370,0
371,0
372,0.005676561
373,0.069458391
374,0.175209278
375,0.369845594
376,0.593371724
377,0.819513813
378,0.935130183
379,0.986953199
380,0.999063805
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,0.997999255
395,0.989084005
396,0.931287736
397,0.883586864
398,0.937763741
399,0.922131042
400,0.925824453
401,0.986046155
402,0.999603152
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,0.998443161
419,0.946321209
420,0.969762345
421,0.987641995
422,0.969732707
423,0.925367062
424,0.938321128
425,0.867370024
426,0.867774073
427,0.745451381
428,0.732356851
429,0.933689773
430,0.776491185
431,0.605324139
432,0.52358149
433,0.423311407
434,0.38350898
435,0.368261588
436,0.288888132
437,0.24794169
438,0.217871911
439,0.196127777
440,0.188464087
441,0.202281175
442,0.188539521
443,0.131355762
444,0.119671209
445,0.133185077
446,0.17887243
447,0.145185045
448,0.150362559
449,0.188284138
450,0.243415811
451,0.203827643
452,0.394936105
453,0.608393023
454,0.727966428
455,0.828492746
456,0.91696086
457,0.986954297
458,1
459,1
460,0.980395406
461,0.934309632
462,0.948966518
463,0.977725868
464,0.949105968
465,0.839784424
466,0.465475269
467,0.384542339
468,0.448763015
469,0.329390014
470,0.341685365
471,0.329034217
472,0.173476521
473,0.149598422
474,0.194105283
475,0.123399879
476,0.06134418
477,0.028571972
478,0.020435404
479,0.020517493
480,0.059941785
481,0.042098711
482,0.032000461
483,0.092939812
484,0.230631127
485,0.343550059
486,0.452312971
487,0.489115044
488,0.522054908
489,0.590854064
490,0.690852229
491,0.859307746
492,0.987958501
493,0.993057385
494,0.993855009
495,0.993011117
496,0.988036931
497,0.963065406
498,0.960940227
499,0.97230493
500,0.967474476
501,0.97381338
502,0.962191537
503,0.939348618
504,0.928869536
505,0.938845848
506,0.922934596
507,0.919051513
508,0.913658669
509,0.896852836
510,0.880541493
511,0.845165739
512,0.83379442
513,0.798477684
514,0.709552705
515,0.600298176
516,0.499475308
517,0.442859128
518,0.413638781
519,0.394687029
520,0.426002979
521,0.501666414
522,0.485417636
523,0.415489567
524,0.447119633
525,0.45205502
526,0.418893809
527,0.435871273
528,0.445154116
529,0.419616818
530,0.426299001
531,0.470731365
532,0.372272819
533,0.373312941
534,0.507447235
535,0.543834652
536,0.61585706
537,0.742807761
538,0.856725757
539,0.831467032
540,0.83496892
541,0.834018896
542,0.840239053
543,0.855437006
544,0.943409498
545,0.985409031
546,0.998761276
547,1
548,1
549,1
550,1
551,0.995529766
552,0.981985345
553,0.938142429
554,0.85092837
555,0.886199946
556,0.869602864
557,0.931640724
558,0.637285729
559,0.576970994
560,0.421682293
561,0.325012448
562,0.280737922
563,0.304305655
564,0.328134954
565,0.359258734
566,0.44677939
567,0.502781473
568,0.56607986
569,0.553907593
570,0.700285022
571,0.874907052
572,0.841433461
573,0.829306905
574,0.763286625
575,0.883168295
576,0.978925303
577,0.898541078
578,0.82235827
579,0.802996839
580,0.808219483
581,0.678276857
582,0.522154622
583,0.61485669
584,0.419157592
585,0.295921594
586,0.283601554
587,0.293783846
588,0.186775404
589,0.099750621
590,0.075640961
591,0.05582293
592,0.072557319
593,0.078416901
594,0.061600437
595,0.067883109
596,0.072784834
597,0.067534141
598,0.045545415
599,0.013781931
600,0.001337399
601,0
602,0
603,0
604,0.000550292
605,0.006764774
606,0.005090332
607,0.011291048
608,0.009748809
609,0.006626974
610,0.000241066
611,0
612,0.002361072
613,0.014682976
614,0.045113572
615,0.112561041
616,0.183514763
617,0.27332718
618,0.305938037
619,0.284232321
620,0.333111244
621,0.399608232
622,0.420082522
623,0.51845782
624,0.506018174
625,0.633859908
626,0.85502704
627,0.815607061
628,0.910208727
629,0.824067165
630,0.975250756
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,0.999545693
641,1
642,1
643,1
644,0.99957564
645,1
646,1
647,1
648,1
649,0.998953119
650,0.96706969
651,0.829118838
652,0.609899874
653,0.339858939
654,0.211191115
655,0.09428007
656,0.011998217
657,0
658,0
659,0
660,0.01842727
661,0.05228732
662,0.105321843
663,0.17064528
664,0.274606886
665,0.397592363
666,0.570810382
667,0.656396146
668,0.786370878
669,0.85597536
670,0.939726621
671,1
672,1
673,1
674,1
675,1
676,0.99265563
677,0.966340701
678,0.868857498
679,0.803263724
680,0.670858393
681,0.562280687
682,0.459349426
683,0.39646585
684,0.394089165
685,0.433811347
686,0.401654758
687,0.555775995
688,0.606609871
689,0.632743388
690,0.659733623
691,0.787423616
692,0.917447766
693,0.986289163
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,0.993211448
703,0.990160957
704,0.990246962
705,0.991761724
706,0.99438717
707,0.882579724
708,0.715056782
709,0.699418267
710,0.734549597
711,0.638583283
712,0.663624838
713,0.545404534
714,0.375281366
715,0.380126183
716,0.325091581
717,0.166591441
718,0.104353412
719,0.133380113
720,0.178614918
721,0.33495572
722,0.485693874
723,0.559837411
724,0.816455886
725,0.968853792
726,0.998501341
727,1
728,1
729,0.985928262
730,0.900341575
731,0.691050003
732,0.462875774
733,0.681865796
734,0.774962157
735,0.711243605
736,0.799245472
737,0.782145614
738,0.81784828
739,0.922143489
740,0.978101651
741,0.992314955
742,0.991665125
743,0.956734553
744,0.853406464
745,0.907122244
746,0.890544955
747,0.89256072
748,0.918633218
749,0.905044367
750,0.797305783
751,0.524634739
752,0.807153836
753,0.929791232
754,0.820579092
755,0.886579211
756,0.899565329
757,0.91329355
758,0.883950407
759,0.900005614
760,0.868083114
761,0.976385464
762,0.993524138
763,0.987068405
764,0.957413246
765,0.915317645
766,0.868773272
767,0.853793889
768,0.925075317
769,0.851222694
770,0.461111955
771,0.327822232
772,0.319651343
773,0.326402304
774,0.269605414
775,0.278303732
776,0.232943363
777,0.165726245
778,0.118285485
779,0.130287955
780,0.077757437
781,0.051824694
782,0.033539548
783,0.052800688
784,0.115672867
785,0.163661179
786,0.268882024
787,0.378956954
788,0.669238915
789,0.781149045
790,0.880644957
791,0.93620419
792,0.944400772
793,0.916241298
794,0.906579558
795,0.924014812
796,0.942178438
797,0.848231246
798,0.78239874
799,0.750111019
800,0.713418201
801,0.547093635
802,0.510302904
803,0.388175271
804,0.334683388
805,0.281197457
806,0.20420509
807,0.187503872
808,0.132762618
809,0.098886581
810,0.096945592
811,0.078026212
812,0.254026826
813,0.295981673
814,0.239146361
815,0.179581308
816,0.140455224
817,0.084863579
818,0.09838581
819,0.123027202
820,0.11595643
821,0.160676165
822,0.148626256
823,0.114953951
824,0.113126798
825,0.095477882
826,0.083370932
827,0.069184098
828,0.052842972
829,0.068554303
830,0.082482834
831,0.068568141
832,0.062822386
833,0.049564066
834,0.042889881
835,0.018434118
836,0
837,0.028668202
838,0.28825739
