Time_index,LONGIL_DAZonal_Hourly_USD_per_MWh
262,130.24
263,114.92
264,98.93
265,90
266,73.46
267,69.43
268,58.1
269,67.45
270,67.5
271,109.15
272,122.25
273,121.06
274,124.82
275,134.54
276,124.25
277,123.53
278,122.46
279,122.09
280,122.17
281,162.77
282,189.06
283,180.09
284,161.41
285,160.31
286,147.66
287,121.2
288,99.28
289,58.45
290,64.78
291,61.49
292,60.07
293,62.52
294,79.97
295,83.46
296,98.45
297,89.19
298,89.41
299,111.05
300,90.26
301,89.64
302,87.91
303,89.63
304,91
305,102.27
306,155.4
307,148.08
308,114.81
309,102.06
310,107.95
311,86.76
312,71.12
313,38.88
314,38.9
315,38.02
316,38.03
317,38.33
318,52.69
319,72.67
320,76.57
321,74.58
322,74.88
323,85.81
324,76.42
325,76.59
326,74.97
327,74.92
328,76.68
329,101.96
330,128.92
331,126.79
332,104.38
333,99.49
334,87.61
335,73.32
336,64.78
337,37.84
338,37.65
339,34.92
340,34.42
341,35.47
342,38.54
343,63.45
344,68.68
345,68.4
346,68.46
347,70.04
348,69.94
349,69.59
350,68.64
351,69.02
352,69.05
353,81.56
354,104.28
355,81.52
356,75.15
357,79.14
358,72.33
359,68.28
360,65.14
361,43.04
362,40.1
363,37.38
364,35.35
365,36.79
366,38.47
367,48.23
368,55.85
369,67.07
370,66.4
371,68.83
372,68.75
373,68.65
374,68.3
375,68.28
376,68.3
377,70.81
378,97.99
379,82.45
380,81.67
381,80.28
382,70.92
383,66.39
384,45.41
385,46.14
386,45.22
387,41.82
388,40.12
389,40.48
390,40.86
391,49.44
392,49.44
393,49.32
394,65.25
395,69.77
396,69.91
397,70.08
398,69.95
399,69.68
400,68.56
401,73.34
402,89.13
403,85.26
404,82.18
405,79.41
406,71.91
407,66.21
408,44.4
409,41.57
410,42.67
411,41.26
412,39.57
413,41.22
414,39.79
415,67.43
416,70.04
417,67.26
418,68.28
419,71.61
420,69.74
421,69.75
422,69.55
423,67.71
424,67.71
425,77.35
426,101.95
427,87.65
428,79.95
429,74.26
430,73.85
431,60.25
432,43
433,39.55
434,38.94
435,36.31
436,35.22
437,35.61
438,36.22
439,66.38
440,75.93
441,72.61
442,74.9
443,90.05
444,78
445,75.5
446,72.13
447,71.63
448,71.23
449,89.16
450,121
451,107.9
452,100.21
453,94.25
454,81.97
455,71.24
456,68.76
457,54
458,39.75
459,37.73
460,37.41
461,43.03
462,51.86
463,81.34
464,82.6
465,82.33
466,86.98
467,93.46
468,91.72
469,91.5
470,82.36
471,82.02
472,80.98
473,88.36
474,108.4
475,102.13
476,92.85
477,87.51
478,83.43
479,72.33
480,53.7
481,37.49
482,36.99
483,36.57
484,36.44
485,38.22
486,34.93
487,64.42
488,65.86
489,65.94
490,66.01
491,80.71
492,67.19
493,66.26
494,65.97
495,65.85
496,63.75
497,66.38
498,84.59
499,89.4
500,81.42
501,71.05
502,67.74
503,62.1
504,47.46
505,36.45
506,36.71
507,35.65
508,34.92
509,32.98
510,30.69
511,62.53
512,65.75
513,65.94
514,67.14
515,67.75
516,67.63
517,66.18
518,66.18
519,66.14
520,66.14
521,67.6
522,103.52
523,98.32
524,87.41
525,74.58
526,73.46
527,64.36
528,40.37
529,37.75
530,37.02
531,36.81
532,35.29
533,35.36
534,36.43
535,43.41
536,46
537,48.47
538,62.98
539,65.87
540,64.24
541,63.06
542,62.15
543,61.14
544,61.14
545,64.31
546,76.44
547,81.15
548,71.82
549,73.23
550,66.4
551,62.54
552,46.15
553,40.04
554,38.8
555,35.95
556,34.78
557,34.84
558,35.76
559,39.11
560,42.23
561,45.4
562,47.66
563,66.25
564,66.21
565,64.29
566,63.49
567,64.31
568,64.41
569,66.64
570,79.25
571,85.54
572,77.11
573,74.88
574,67.15
575,47.24
576,39.11
577,35.72
578,31.75
579,32.56
580,28.9
581,30.04
582,28.47
583,63.36
584,65.82
585,65.86
586,66.41
587,67.93
588,66.89
589,66.42
590,66.27
591,66.26
592,66.44
593,67.41
594,96.71
595,93.8
596,77.8
597,77.38
598,67.26
599,47.42
600,37
601,34.64
602,34.2
603,32.35
604,31.87
605,33.48
606,34.46
607,63.54
608,64.76
609,64.32
610,66.07
611,66.15
612,66.53
613,65.94
614,65.9
615,65.93
616,65.93
617,66.61
618,89.7
619,77.62
620,77.73
621,75.05
622,69.54
623,63.51
624,50.01
625,39.12
626,37.78
627,36.62
628,35.7
629,35.43
630,33.85
631,59.06
632,66.46
633,67.47
634,69.13
635,69.75
636,68.71
637,68.26
638,67.34
639,67.25
640,67.34
641,69.93
642,92.31
643,79.38
644,79.42
645,76.4
646,75.21
647,58.39
648,43.04
649,38.91
650,37.99
651,35.49
652,36.23
653,32.37
654,32.47
655,63.52
656,68.18
657,67.53
658,71.55
659,71.45
660,69.17
661,68.43
662,67.46
663,67.44
664,68.4
665,70.11
666,94.23
667,83.93
668,79.42
669,79.41
670,69.85
671,63.35
672,41.66
673,54.9
674,50.27
675,50.28
676,47.63
677,51.34
678,55.3
679,94.77
680,100.47
681,99.82
682,101.88
683,102.4
684,103.07
685,102.32
686,101.69
687,101.69
688,102.13
689,104.5
690,130.14
691,130.1
692,115.68
693,111.51
694,106.64
695,99.18
696,94.5
697,71.49
698,56.43
699,55.81
700,53.82
701,55.39
702,56.96
703,75.76
704,86.65
705,105.96
706,110.01
707,119.06
708,113.71
709,110.55
710,109.83
711,109.59
712,109.63
713,119.22
714,144.06
715,144.52
716,142.95
717,131.59
718,120.07
719,105.91
720,86.55
721,73.18
722,60.79
723,57.49
724,55.49
725,57.54
726,58.54
727,61.62
728,65.56
729,80.17
730,106.09
731,107.41
732,106.61
733,106.13
734,104.6
735,104.6
736,104.56
737,110.01
738,125.78
739,127.99
740,115.4
741,110.86
742,110.39
743,90.56
744,73.58
745,67.41
746,45.47
747,47.56
748,46.53
749,49.47
750,57.27
751,75.08
752,105.89
753,106.24
754,110.42
755,116.35
756,110.37
757,109.68
758,107.69
759,106.61
760,107.92
761,113.63
762,154.42
763,158.09
764,144.28
765,123.49
766,110.72
767,88.95
768,69.87
769,43.67
770,40.56
771,38.38
772,37.7
773,40.44
774,48.86
775,62.3
776,76.88
777,78.64
778,81.48
779,82.2
780,82
781,81.75
782,81.55
783,81.36
784,81.33
785,81.72
786,94.37
787,99.97
788,94.33
789,86.92
790,86.64
791,78.82
792,55.47
793,38.08
794,36.4
795,36
796,35.75
797,38.57
798,43.01
799,65.23
800,70.03
801,70.3
802,69.54
803,70.94
804,70.46
805,70.56
806,69.56
807,69.49
808,70.91
809,78.51
810,104.09
811,102.49
812,89.06
813,81.4
814,70.75
815,66.23
816,49.27
817,39.65
818,39.03
819,38.15
820,37.04
821,35.49
822,37.93
823,65.26
824,67.53
825,68
826,65.63
827,66.57
828,66.84
829,70.07
830,69.31
831,69.25
832,70.48
833,80.47
834,100.34
835,100.55
836,92.46
837,85.7
838,72.78
839,64.93
840,49.42
841,46.59
842,44.41
843,43.59
844,42.85
845,40.82
846,39.01
847,68.58
848,77.77
849,79.18
850,81.75
851,83.3
852,82.14
853,81.7
854,79.28
855,79.02
856,80.14
857,87.09
858,104.68
859,106.69
860,98.76
861,95.17
862,84.17
863,77.1
864,57.21
865,51.97
866,46.32
867,46.05
868,45.77
869,44.92
870,46.18
871,55.85
872,58.03
873,91.53
874,102.25
875,111.25
876,110.91
877,110.91
878,105.42
879,101.76
880,101.45
881,109.49
882,130.05
883,134.2
884,128.69
885,122.91
886,110.3
887,99.26
888,76.85
889,73.42
890,67.79
891,59.52
892,56.53
893,56.38
894,56.65
895,62.23
896,64.28
897,84.17
898,106
899,109.23
900,109.32
901,111.23
902,107.47
903,106.69
904,106.79
905,114.24
906,141.82
907,148.99
908,130.74
909,127.16
910,122.12
911,106.1
912,84.3
913,75.43
914,69.97
915,53.26
916,51.78
917,51.9
918,55.14
919,102.12
920,108.74
921,109.68
922,115.1
923,133.05
924,115.93
925,113.57
926,105.68
927,104.08
928,105.86
929,121.4
930,159.32
931,162.42
932,143.75
933,127.02
934,122.51
935,93.74
936,81.8
937,87.39
938,59.69
939,49.83
940,48.26
941,52.04
942,56.33
943,95.93
944,100.93
945,101.14
946,101.63
947,114.05
948,101.56
949,101.43
950,100.91
951,100.99
952,101.42
953,104.86
954,140.54
955,136.36
956,116.43
957,116.4
958,112.06
959,94.49
960,84.36
961,62.43
962,42.68
963,40.52
964,49.32
965,57.36
966,61.38
967,98.73
968,101.98
969,102.69
970,102.21
971,113.21
972,105.5
973,103.98
974,102.71
975,102
976,103.56
977,112.24
978,126.63
979,116.42
980,116
981,116.22
982,123.1
983,101.46
984,71.45
985,44.94
986,40.89
987,38.89
988,38.17
989,40.92
990,48.31
991,83
992,96.34
993,97.02
994,99.07
995,101.81
996,101.31
997,100.01
998,98.88
999,98.67
1000,99.42
1001,101.62
1002,107.41
1003,121.66
1004,116.22
1005,121.38
1006,111.37
1007,97.88
1008,71
1009,46.11
1010,49.03
1011,46.03
1012,51.78
1013,51.05
1014,56.13
1015,65.96
1016,75.56
1017,78.16
1018,79.63
1019,83.94
1020,80.47
1021,80.05
1022,79.5
1023,79.37
1024,79.76
1025,85.57
1026,101.53
1027,101.8
1028,98.07
1029,98.01
1030,89.08
1031,75.36
1032,56.63
1033,57.39
1034,52.24
1035,41.41
1036,37.4
1037,37.48
1038,38.02
1039,43.82
1040,45.9
1041,76.47
1042,81.67
1043,112.8
1044,86.68
1045,86.68
1046,82.1
1047,81.76
1048,81.64
1049,82.43
1050,95.29
1051,105.69
1052,95.27
1053,92.98
1054,84.67
1055,77.66
1056,61.94
1057,50.34
1058,42.24
1059,40.42
1060,37.32
1061,39.2
1062,37.39
1063,40.35
1064,40.66
1065,47.37
1066,66.23
1067,71.2
1068,71.03
1069,71.13
1070,68.62
1071,67.62
1072,68.59
1073,71.61
1074,83.61
1075,93
1076,83.62
1077,86.81
1078,76.08
1079,54.05
1080,45.36
1081,43.87
1082,41.21
1083,38.54
1084,38.45
1085,38.51
1086,40.75
1087,67.65
1088,69.72
1089,71.23
1090,71.66
1091,90.54
1092,75.45
1093,75.51
1094,71.55
1095,71.45
1096,79.96
1097,83.47
1098,102.11
1099,106.01
1100,97.31
1101,95.56
1102,79.23
1103,67.62
1104,51.09
1105,42.4
1106,41.66
1107,35.51
1108,34.98
1109,36.86
1110,38.84
1111,66.33
1112,68.64
1113,68.38
1114,71.38
1115,71.53
1116,73.7
1117,74.62
1118,71.34
1119,71.32
1120,73.47
1121,83.25
1122,95.8
1123,98.59
1124,85.14
1125,83.52
1126,89.11
1127,57.8
1128,49.85
1129,43.22
1130,43.11
1131,37.37
1132,36.47
1133,39.15
1134,41.58
1135,61.37
1136,70.63
1137,59.1
1138,70.33
1139,74.79
1140,72.68
1141,72.5
1142,69.81
1143,67.9
1144,68.74
1145,70.2
1146,84.41
1147,89.48
1148,77.96
1149,81.15
1150,72.36
1151,52.48
1152,45.64
1153,46.29
1154,44.75
1155,48.74
1156,48.78
1157,48.75
1158,62.77
1159,61.07
1160,66
1161,68.7
1162,71.45
1163,75.2
1164,71.42
1165,70.29
1166,69.47
1167,68.02
1168,68.09
1169,68.48
1170,93.16
1171,90.91
1172,80.51
1173,80.3
1174,71.35
1175,53.24
1176,54.42
1177,39.4
1178,38.04
1179,38.19
1180,36.81
1181,34.98
1182,36.03
1183,46.01
1184,50.93
1185,58.53
1186,62.74
1187,67.31
1188,65.9
1189,65.94
1190,48.4
1191,45.35
1192,54
1193,57.61
1194,73.88
1195,77.5
1196,73.91
1197,68.37
1198,65.94
1199,41.72
1200,45.85
1201,43.41
1202,37.11
1203,36.37
1204,35.64
1205,38.4
1206,40.19
1207,44.68
1208,40.55
1209,42.73
1210,51.15
1211,55.98
1212,53.35
1213,52.09
1214,46.83
1215,46.08
1216,43.84
1217,46.5
1218,62.34
1219,67.49
1220,61.79
1221,56.47
1222,50.36
1223,49.53
1224,46.71
1225,42.77
1226,40.39
1227,35.16
1228,36.02
1229,35.48
1230,37.43
1231,39.4
1232,35.3
1233,38.78
1234,41.65
1235,45.18
1236,44.03
1237,43.46
1238,42.16
1239,39.45
1240,39.02
1241,43.6
1242,58.08
1243,62
1244,60.26
1245,57.19
1246,50.25
1247,46.61
1248,41.54
1249,36.15
1250,33.69
1251,32.88
1252,33.18
1253,34.05
1254,34.47
1255,45.17
1256,48.76
1257,50.67
1258,51.71
1259,58.63
1260,56.86
1261,47.95
1262,46.07
1263,44.59
1264,44.4
1265,47.05
1266,70.98
1267,74.48
1268,67.08
1269,59.99
1270,55.93
1271,40.95
1272,41.15
1273,34.15
1274,32.56
1275,32.09
1276,31.58
1277,32.87
1278,36.05
1279,44.72
1280,57.77
1281,55.04
1282,59.07
1283,60.26
1284,60.98
1285,60.21
1286,58.38
1287,56
1288,54.04
1289,56.24
1290,71.19
1291,73.77
1292,70.12
1293,62.71
1294,60.5
1295,44.09
1296,41.94
1297,35.36
1298,32.2
1299,31.89
1300,31.06
1301,30.98
1302,33.13
1303,41.11
1304,43.5
1305,44.96
1306,47.29
1307,47.98
1308,48.48
1309,49.16
1310,44.89
1311,41.81
1312,41.67
1313,50.73
1314,63.46
1315,69.19
1316,60.64
1317,54.6
1318,45.02
1319,41.05
1320,36.48
1321,35.65
1322,32.81
1323,32.38
1324,32.51
1325,31.22
1326,33.76
1327,46.19
1328,46.31
1329,51.29
1330,56.78
1331,58.49
1332,58.08
1333,58.44
1334,58.04
1335,56.9
1336,57.96
1337,58.75
1338,78.28
1339,79.14
1340,70.49
1341,68.65
1342,56.84
1343,41.25
1344,40.23
1345,39.02
1346,35.79
1347,32.49
1348,31.57
1349,31.29
1350,33.91
1351,49.27
1352,47.83
1353,46.64
1354,47.8
1355,56.94
1356,48.78
1357,46.22
1358,43.54
1359,42.41
1360,40.65
1361,46.39
1362,61.26
1363,69.76
1364,60.09
1365,58.16
1366,59.16
1367,57.36
1368,40.16
1369,57.9
1370,54.59
1371,33.15
1372,32.99
1373,32.8
1374,34.1
1375,55.14
1376,55.89
1377,57.22
1378,58.21
1379,57.88
1380,57.67
1381,57.55
1382,54.75
1383,44.61
1384,54.82
1385,54.75
1386,58.07
1387,64.66
1388,58.07
1389,57.94
1390,57.66
1391,41.02
1392,38.92
1393,40.24
1394,35.94
1395,32.95
1396,32.15
1397,31.97
1398,34.36
1399,34.17
1400,33.84
1401,36.31
1402,40.03
1403,42.74
1404,43.62
1405,42.3
1406,39.34
1407,36.21
1408,36
1409,41.37
1410,56.72
1411,60.89
1412,55.72
1413,54.84
1414,44.55
1415,41.29
1416,38.36
1417,36.23
1418,31.41
1419,41.44
1420,41.72
1421,44.62
1422,52.27
1423,48.43
1424,57.49
1425,59.33
1426,68.72
1427,76.54
1428,67.49
1429,66.35
1430,65.16
1431,65.2
1432,65.39
1433,76.81
1434,96.81
1435,99
1436,99.09
1437,82.29
1438,66.35
1439,57.33
1440,50.08
1441,36.87
1442,32.08
1443,31.16
1444,31.03
1445,31.19
1446,35.52
1447,46.74
1448,47.77
1449,56.02
1450,50.08
1451,56.12
1452,57.66
1453,49.86
1454,54.84
1455,56.03
1456,56
1457,59.16
1458,69.62
1459,93.46
1460,70.25
1461,63.89
1462,59.49
1463,55.94
1464,36.69
1465,41.78
1466,31.62
1467,29.66
1468,29.42
1469,30.56
1470,34.62
1471,42.62
1472,53.12
1473,45.35
1474,56.1
1475,55.98
1476,54.33
1477,54.8
1478,47.15
1479,42.83
1480,48.86
1481,51.91
1482,68.69
1483,91.86
1484,75.89
1485,58.05
1486,57.96
1487,39
1488,34.25
1489,54.64
1490,41.67
1491,38.19
1492,38.16
1493,39.22
1494,53.45
1495,57.63
1496,58.55
1497,55.89
1498,57.67
1499,58
1500,57.59
1501,57.6
1502,56.33
1503,55.96
1504,57.39
1505,58.01
1506,80.65
1507,98.01
1508,94.5
1509,71.01
1510,59.24
1511,45.53
1512,41.59
1513,57.23
1514,53.22
1515,49.22
1516,49.24
1517,50.26
1518,54.42
1519,60.12
1520,61.04
1521,57.79
1522,57.2
1523,57.39
1524,57.11
1525,57.07
1526,57.07
1527,55.97
1528,57.18
1529,58.44
1530,71.89
1531,97.05
1532,94.99
1533,68.04
1534,65.43
1535,58.35
1536,55.73
1537,57.07
1538,54.94
1539,50.78
1540,50.75
1541,51.64
1542,53.98
1543,56.83
1544,40.83
1545,54.48
1546,55.76
1547,56.72
1548,56.52
1549,56.48
1550,55.12
1551,54.4
1552,54.41
1553,56.45
1554,57.93
1555,70.36
1556,66.77
1557,65.86
1558,61.05
1559,56.4
1560,54.39
1561,41.4
1562,38.21
1563,34.95
1564,34.39
1565,34.33
1566,36.95
1567,39.26
1568,38.11
1569,38.46
1570,44.91
1571,45.96
1572,45.96
1573,44.19
1574,41.9
1575,39.86
1576,39.99
1577,43.61
1578,54.45
1579,67.75
1580,62.72
1581,57.87
1582,52.18
1583,43.04
1584,33.65
1585,36.99
1586,33.57
1587,30.08
1588,30.39
1589,30.16
1590,36.09
1591,51.73
1592,55.1
1593,53.19
1594,54.28
1595,52.91
1596,52.24
1597,46.92
1598,46.41
1599,50.54
1600,50.52
1601,52.37
1602,65.14
1603,88.14
1604,85.67
1605,71.56
1606,56.17
1607,52.09
1608,37.2
1609,34.19
1610,29.69
1611,29.55
1612,29.52
1613,30.21
1614,33.52
1615,49.76
1616,52.17
1617,54.58
1618,51.96
1619,50.04
1620,47.66
1621,45.85
1622,43.74
1623,42.39
1624,51.82
1625,54.46
1626,65.02
1627,75.13
1628,64.76
1629,65.25
1630,54.66
1631,50.8
1632,36.02
1633,33.63
1634,29.46
1635,30.15
1636,30.47
1637,30.58
1638,34.12
1639,52.31
1640,53.45
1641,49.24
1642,45.41
1643,45.79
1644,45.24
1645,43.44
1646,42.45
1647,41.06
1648,41.32
1649,43.96
1650,56.03
1651,74.21
1652,62.98
1653,58.46
1654,50.37
1655,37.71
1656,34.64
1657,33.91
1658,30.26
1659,27.07
1660,26.05
1661,25.19
1662,27.41
1663,47.43
1664,49.6
1665,44.01
1666,44.49
1667,44.54
1668,43.09
1669,42.51
1670,40.94
1671,40.02
1672,41.06
1673,42.92
1674,49.01
1675,58.19
1676,54.48
1677,46.74
1678,40.56
1679,37.36
1680,36.26
1681,31.35
1682,28.98
1683,24.17
1684,24.11
1685,23.59
1686,23.93
1687,43.57
1688,45.23
1689,42.07
1690,42.82
1691,44
1692,43.38
1693,42.81
1694,40.5
1695,39.97
1696,40.95
1697,41.88
1698,47.48
1699,60.93
1700,52.63
1701,42.78
1702,37.77
1703,36.76
1704,34.88
1705,34.94
1706,29.16
1707,28.04
1708,26.36
1709,26.64
1710,30.68
1711,37.11
1712,37.48
1713,42.41
1714,47.02
1715,47.9
1716,46.75
1717,44.67
1718,42.81
1719,41.11
1720,41.26
1721,48.77
1722,51.93
1723,66.45
1724,61.07
1725,49.9
1726,49.84
1727,41.06
1728,34.24
1729,40.3
1730,33.17
1731,31.17
1732,31.17
1733,30.8
1734,34.12
1735,36.61
1736,37.58
1737,40.69
1738,42.16
1739,44.32
1740,43.79
1741,40.73
1742,39.3
1743,38.85
1744,41.99
1745,48.54
1746,56.48
1747,60.36
1748,56.71
1749,47.68
1750,43.35
1751,37.69
1752,35.24
1753,30.3
1754,26.36
1755,25.5
1756,24.55
1757,27.24
1758,50.13
1759,52
1760,50.06
1761,50.09
1762,51.75
1763,49.8
1764,50.17
1765,46.19
1766,44.63
1767,44.55
1768,49.36
1769,51.31
1770,61.97
1771,79.62
1772,62.28
1773,52.53
1774,39.93
1775,39.34
1776,33.35
1777,31.43
1778,29.23
1779,30.05
1780,28.28
1781,30.55
1782,51.72
1783,50.7
1784,50.28
1785,49.7
1786,49.94
1787,48.89
1788,47.71
1789,46.24
1790,44.86
1791,42.63
1792,43.9
1793,47.69
1794,58.44
1795,69.93
1796,58.59
1797,50.86
1798,35.99
1799,35.29
1800,33.59
1801,40.05
1802,40.61
1803,41.64
1804,39.61
1805,49.45
1806,59.75
1807,63.22
1808,60.58
1809,60.12
1810,60.27
1811,59.72
1812,59.72
1813,59.42
1814,58.89
1815,53.92
1816,53.79
1817,67.26
1818,82.21
1819,97.44
1820,82.1
1821,59.21
1822,49.91
1823,45.92
1824,36.78
1825,31.59
1826,36.88
1827,31.13
1828,31.45
1829,37.45
1830,51.19
1831,51.73
1832,50.76
1833,51.28
1834,51.72
1835,51.42
1836,51.44
1837,51.5
1838,51.5
1839,51.52
1840,51.83
1841,58.63
1842,63.29
1843,82.46
1844,62.89
1845,52
1846,49.33
1847,47.19
1848,26.52
1849,25.52
1850,24.66
1851,23.8
1852,24.71
1853,27.78
1854,48.31
1855,50.2
1856,49.88
1857,50.35
1858,51.37
1859,51.39
1860,50.92
1861,51.22
1862,51.37
1863,51.4
1864,51.4
1865,50.32
1866,50.91
1867,56.04
1868,51.81
1869,68.69
1870,50.24
1871,48.13
1872,38.13
1873,23.98
1874,23.68
1875,23.66
1876,23.59
1877,24.45
1878,33.35
1879,36.2
1880,36.63
1881,46.52
1882,46.85
1883,46.85
1884,46.7
1885,46.54
1886,46.58
1887,46.51
1888,46.63
1889,46.67
1890,46.69
1891,49.88
1892,50.01
1893,48.19
1894,46.35
1895,36.88
1896,29.34
1897,24.91
1898,24.35
1899,23.52
1900,23.5
1901,24.32
1902,26.96
1903,32.05
1904,32.73
1905,44.32
1906,45.82
1907,46.49
1908,46.69
1909,45.86
1910,45.82
1911,45.79
1912,46.57
1913,46.41
1914,46.73
1915,55.46
1916,48.33
1917,47.27
1918,44.96
1919,29.6
1920,23.87
1921,23.96
1922,23.31
1923,23.13
1924,20.42
1925,21.45
1926,43.65
1927,45.88
1928,43.83
1929,46.61
1930,48.18
1931,48.18
1932,47.94
1933,47.35
1934,47.36
1935,46.88
1936,47.45
1937,50.28
1938,56.63
1939,66.12
1940,53.58
1941,48
1942,40.9
1943,34.28
1944,24.11
1945,24.22
1946,23.35
1947,23.37
1948,21.9
1949,22.66
1950,42.18
1951,46
1952,47.72
1953,49.32
1954,50.53
1955,50.33
1956,48.76
1957,48.3
1958,48.32
1959,48.25
1960,48.67
1961,50.24
1962,54.43
1963,70.91
1964,54.41
1965,50.5
1966,45.97
1967,35.54
1968,25.06
1969,24.27
1970,24.22
1971,23.78
1972,24.48
1973,22.15
1974,43.8
1975,46.51
1976,41.14
1977,39.77
1978,41.09
1979,40.17
1980,38.99
1981,37.87
1982,36.27
1983,36.42
1984,36.98
1985,46.43
1986,48.25
1987,62.03
1988,53.42
1989,46.48
1990,43.99
1991,32.5
1992,30.12
1993,29.56
1994,29.42
1995,26.98
1996,27.68
1997,33.77
1998,45.45
1999,49
2000,47.56
2001,46.29
2002,47.37
2003,46.99
2004,46.87
2005,46.55
2006,46.24
2007,46.27
2008,36.92
2009,39.22
2010,48.58
2011,63.45
2012,56.53
2013,48.58
2014,45.39
2015,33.94
2016,30.01
2017,30.03
2018,29.4
2019,28.19
2020,29.87
2021,31.1
2022,42.66
2023,49.03
2024,46.79
2025,48.23
2026,48.98
2027,46.6
2028,44.36
2029,43.04
2030,41.6
2031,40.88
2032,41.6
2033,46.57
2034,47.68
2035,56.25
2036,50.09
2037,49.55
2038,47.37
2039,35.02
2040,36.06
2041,36.53
2042,33.9
2043,34.01
2044,35.04
2045,36.77
2046,47
2047,47.23
2048,53.81
2049,58.51
2050,50.9
2051,48.93
2052,46.27
2053,42.4
2054,39.75
2055,38.31
2056,38.6
2057,41.89
2058,47.85
2059,57.34
2060,55.95
2061,44.69
2062,41.37
2063,37.43
2064,32.6
2065,30.9
2066,28.34
2067,27.78
2068,30.07
2069,29.62
2070,30.96
2071,33.44
2072,37
2073,39.12
2074,41.55
2075,43.52
2076,40.75
2077,38.47
2078,36.15
2079,36.41
2080,37.15
2081,41.54
2082,45.96
2083,53.74
2084,54.07
2085,43.81
2086,39.23
2087,35.66
2088,29.75
2089,29.22
2090,26.31
2091,27.29
2092,27.45
2093,26.47
2094,43.65
2095,48.35
2096,46.06
2097,47.11
2098,47.28
2099,45.56
2100,44.55
2101,41.6
2102,40.12
2103,39.55
2104,39.97
2105,44.72
2106,47.31
2107,54.8
2108,48.27
2109,40.69
2110,35.69
2111,33.47
2112,26.32
2113,27.15
2114,25.02
2115,25.21
2116,25.01
2117,23.19
2118,43.16
2119,46.58
2120,43.3
2121,45.37
2122,45.72
2123,42.97
2124,40.99
2125,38.48
2126,38.22
2127,36.91
2128,37.96
2129,40.96
2130,45.94
2131,50.37
2132,47.35
2133,44.5
2134,35.57
2135,34.4
2136,29.75
2137,31.55
2138,30.48
2139,31.22
2140,30.98
2141,43.01
2142,38.93
2143,47.01
2144,40.81
