Time_index,LONGIL_DAZonal_Hourly_USD_per_MWh
1046,39.36
1047,37.11
1048,39.98
1049,45.13
1050,71.59
1051,71.06
1052,58.77
1053,51.23
1054,45.49
1055,45.48
1056,35.78
1057,30.22
1058,27.79
1059,26.08
1060,26.27
1061,26.84
1062,29.42
1063,41.07
1064,44.58
1065,40.71
1066,42.44
1067,40.36
1068,38.98
1069,36.21
1070,35.6
1071,33.35
1072,32.83
1073,35.93
1074,51.05
1075,52.95
1076,41.62
1077,40.82
1078,36.82
1079,32.15
1080,28.74
1081,26.97
1082,26.12
1083,24.89
1084,24.25
1085,26.36
1086,28.26
1087,35.54
1088,36.4
1089,36.1
1090,36.69
1091,36.69
1092,36.06
1093,34.91
1094,33.88
1095,32.26
1096,31.46
1097,34.42
1098,46.33
1099,47.4
1100,42.5
1101,39.86
1102,35.61
1103,31.04
1104,29.01
1105,26.41
1106,23.93
1107,22.96
1108,22.76
1109,22.51
1110,24.35
1111,31.59
1112,33.34
1113,34.01
1114,33.68
1115,33.44
1116,33.16
1117,33.03
1118,31.13
1119,30.95
1120,30.81
1121,32.11
1122,41.14
1123,43.01
1124,35.81
1125,33.85
1126,30.08
1127,30.14
1128,24.07
1129,24.6
1130,22.98
1131,21.78
1132,21.32
1133,22.12
1134,22.77
1135,29.46
1136,33.99
1137,32.5
1138,34
1139,34.89
1140,34.88
1141,34.73
1142,33.93
1143,33.73
1144,32.25
1145,34.32
1146,43.32
1147,43.9
1148,36.22
1149,35.22
1150,34.19
1151,29.64
1152,26.39
1153,27.49
1154,25.92
1155,25.11
1156,23.67
1157,24.14
1158,26.55
1159,25.7
1160,25.3
1161,29.27
1162,33.46
1163,34.08
1164,33.79
1165,31.98
1166,28.77
1167,27.39
1168,27.45
1169,28.4
1170,44.56
1171,42.49
1172,36.51
1173,34.69
1174,31.29
1175,28.58
1176,27.5
1177,29.24
1178,27.31
1179,26.32
1180,25.23
1181,25.95
1182,27.23
1183,26.75
1184,27.54
1185,28.58
1186,30.64
1187,30.25
1188,31.14
1189,31.15
1190,30.06
1191,29.01
1192,29.03
1193,30.87
1194,42.5
1195,43.18
1196,37.36
1197,35.83
1198,34.98
1199,32.03
1200,28.64
1201,27.13
1202,25.39
1203,24.35
1204,24.61
1205,25.2
1206,26.22
1207,35.3
1208,35.97
1209,35.52
1210,34.67
1211,34.25
1212,33.49
1213,31.97
1214,31.43
1215,30.33
1216,29.95
1217,32.26
1218,43.7
1219,50.8
1220,40.14
1221,37.17
1222,33.1
1223,31.67
1224,26.54
1225,28.69
1226,27.6
1227,26.25
1228,26.24
1229,27.15
1230,30.66
1231,36.91
1232,40.52
1233,38.24
1234,37.81
1235,38.05
1236,36.5
1237,35.23
1238,34.08
1239,33.89
1240,32.44
1241,35.58
1242,49.49
1243,63.47
1244,44.38
1245,38.8
1246,36
1247,34.04
1248,28.18
1249,27.92
1250,26.45
1251,25.82
1252,25.3
1253,24.23
1254,28.02
1255,31.28
1256,35.41
1257,33.99
1258,33.86
1259,33.94
1260,32.51
1261,31.79
1262,31.59
1263,30.43
1264,30.71
1265,32.47
1266,45.4
1267,46.71
1268,39.04
1269,35.56
1270,33.26
1271,30.57
1272,26.65
1273,26.3
1274,24.75
1275,23.69
1276,23.1
1277,22.1
1278,26.41
1279,32.26
1280,34.2
1281,34.09
1282,33.76
1283,33.52
1284,32.83
1285,32.39
1286,32.03
1287,31.73
1288,31.72
1289,32.67
1290,42.39
1291,45.73
1292,37.55
1293,34.51
1294,32
1295,29.09
1296,26.78
1297,25.62
1298,24.05
1299,22.58
1300,22.42
1301,21.35
1302,23.5
1303,29.46
1304,32.31
1305,32.41
1306,33.36
1307,34.28
1308,33.81
1309,33.05
1310,31.86
1311,30.52
1312,30.16
1313,31.26
1314,39.54
1315,43.14
1316,35
1317,32.43
1318,30.29
1319,28.58
1320,27.4
1321,26.91
1322,25.11
1323,24.77
1324,24
1325,24.86
1326,26.14
1327,26.65
1328,27.02
1329,30.22
1330,33.07
1331,34.16
1332,34.61
1333,34.09
1334,32.68
1335,31.86
1336,31.74
1337,32.85
1338,40.78
1339,45.32
1340,37.92
1341,35.6
1342,34.34
1343,31.94
1344,29.42
1345,29.39
1346,27.28
1347,25.64
1348,25.19
1349,25.77
1350,27.87
1351,26.68
1352,27.49
1353,28.93
1354,32.69
1355,32.45
1356,32.61
1357,31.99
1358,30.71
1359,29.44
1360,29.8
1361,30.96
1362,38.26
1363,45.99
1364,41.12
1365,36.83
1366,35.54
1367,32.54
1368,28.35
1369,31.73
1370,27.87
1371,26.51
1372,26.08
1373,24.65
1374,29.04
1375,34.95
1376,35.07
1377,35.45
1378,36.27
1379,38
1380,36.59
1381,35.3
1382,34.48
1383,34.49
1384,34.61
1385,35.26
1386,44.51
1387,52.62
1388,43.78
1389,39.65
1390,35.51
1391,34.71
1392,30.59
1393,27.7
1394,24.49
1395,22.64
1396,22.86
1397,23.04
1398,26.67
1399,34.13
1400,34.48
1401,34.84
1402,35.45
1403,35.64
1404,35.17
1405,35.17
1406,34.26
1407,34.32
1408,34.67
1409,35.17
1410,47.42
1411,57.35
1412,44.02
1413,40.74
1414,36.4
1415,34.11
1416,31.58
1417,25.75
1418,25.27
1419,24.29
1420,24.26
1421,24.59
1422,27.21
1423,32.81
1424,35.26
1425,34.38
1426,34.41
1427,34.38
1428,33.4
1429,33.19
1430,32.54
1431,31.56
1432,32.6
1433,34.12
1434,39.3
1435,44.68
1436,38.8
1437,35.48
1438,32.9
1439,29.26
1440,25.93
1441,26.14
1442,23.38
1443,22.03
1444,21.97
1445,22.15
1446,25.56
1447,30.16
1448,33.22
1449,34.37
1450,34.57
1451,35.18
1452,34.37
1453,33.52
1454,31.59
1455,29.95
1456,31.63
1457,32.58
1458,37.73
1459,44.7
1460,37.72
1461,36.7
1462,34.36
1463,27.96
1464,27.06
1465,25.82
1466,22.8
1467,22.32
1468,22.31
1469,22.14
1470,25.33
1471,30.26
1472,35.73
1473,37.63
1474,36.8
1475,37.79
1476,36.55
1477,34.32
1478,33.57
1479,32.77
1480,34.86
1481,35.92
1482,38.35
1483,44.52
1484,39.81
1485,38.88
1486,37.12
1487,31.07
1488,27.24
1489,27.45
1490,24.89
1491,23.54
1492,22.91
1493,22.79
1494,24.02
1495,24.17
1496,25.76
1497,32.06
1498,35.57
1499,37.53
1500,35.54
1501,35.48
1502,29.64
1503,28.76
1504,28.55
1505,29.59
1506,39.91
1507,45.05
1508,42.64
1509,39.84
1510,34.23
1511,29.26
1512,26.42
1513,26.85
1514,25.67
1515,24.59
1516,24.13
1517,23.07
1518,24.18
1519,24.39
1520,26.11
1521,29.9
1522,36.73
1523,37.73
1524,36.77
1525,35.43
1526,35.45
1527,35.47
1528,35.44
1529,35.44
1530,43.96
1531,48.25
1532,45.85
1533,41.37
1534,37.52
1535,32.8
1536,29.93
1537,29.22
1538,27.91
1539,26.26
1540,26.65
1541,26.68
1542,31.08
1543,39.2
1544,47.93
1545,45.13
1546,45.46
1547,47.01
1548,44.3
1549,43.14
1550,41.53
1551,39.73
1552,39.89
1553,42.59
1554,52.94
1555,64.93
1556,55.99
1557,49.87
1558,47.71
1559,39.05
1560,33.04
1561,35.97
1562,34.76
1563,32.37
1564,30.82
1565,32.75
1566,37.26
1567,46.15
1568,48.55
1569,46.37
1570,46.41
1571,46.05
1572,45.47
1573,44.94
1574,43.53
1575,43.01
1576,42.43
1577,42.94
1578,54.16
1579,65.17
1580,57.81
1581,51.71
1582,46.01
1583,40.49
1584,34.52
1585,33.97
1586,30.78
1587,29.87
1588,30.54
1589,30.96
1590,35.77
1591,43.3
1592,43.36
1593,42.08
1594,40.44
1595,41.07
1596,38.18
1597,37.34
1598,36.3
1599,37.17
1600,34.92
1601,35.56
1602,44.91
1603,55.68
1604,47.77
1605,44.64
1606,41.56
1607,34.58
1608,30.19
1609,27.21
1610,24.02
1611,22.59
1612,22.43
1613,22.86
1614,26.88
1615,33.07
1616,34.14
1617,34.26
1618,34.03
1619,34.26
1620,34.19
1621,34.25
1622,34.2
1623,34.21
1624,34.23
1625,34.22
1626,40.32
1627,52.7
1628,41.77
1629,35.71
1630,34.18
1631,32.83
1632,27.73
1633,24.84
1634,21.34
1635,20.76
1636,20.32
1637,19.96
1638,21.68
1639,30.59
1640,32.02
1641,31.92
1642,32.97
1643,33.85
1644,33.77
1645,32.73
1646,32.5
1647,32.74
1648,32.79
1649,32.46
1650,36.84
1651,54.65
1652,39.32
1653,35.05
1654,34.31
1655,32.6
1656,30.03
1657,28.95
1658,27.11
1659,25.45
1660,24.93
1661,25.18
1662,26.43
1663,28.61
1664,29.56
1665,32.64
1666,33.86
1667,33.9
1668,33.42
1669,31.23
1670,29.77
1671,29.81
1672,29.3
1673,29.83
1674,34.64
1675,45.42
1676,43.93
1677,35.56
1678,34.77
1679,34.63
1680,25
1681,25.45
1682,22.79
1683,20.95
1684,20.45
1685,20.8
1686,21.91
1687,22.75
1688,24.73
1689,27.1
1690,28.48
1691,27.35
1692,26.43
1693,24.88
1694,23.53
1695,23.47
1696,23.79
1697,30.12
1698,35.14
1699,39.34
1700,33.68
1701,30.7
1702,25.7
1703,23.07
1704,21.4
1705,21.07
1706,20.75
1707,20.92
1708,21.82
1709,21.97
1710,33.64
1711,36.93
1712,35.96
1713,33.38
1714,32.67
1715,31.72
1716,30.43
1717,29.71
1718,29.38
1719,28.65
1720,29.04
1721,32.47
1722,36.48
1723,47.06
1724,34.14
1725,30.35
1726,25.65
1727,21.36
1728,20.72
1729,18.35
1730,17.05
1731,16.54
1732,17.74
1733,16.91
1734,31.44
1735,31.67
1736,31.99
1737,31.21
1738,31.54
1739,31.44
1740,30.82
1741,30.82
1742,31.39
1743,31.33
1744,31.53
1745,32.44
1746,33.29
1747,49.86
1748,36.21
1749,31.46
1750,26.13
1751,22.14
1752,19.13
1753,18.34
1754,17.36
1755,17.19
1756,15.76
1757,16.29
1758,29.52
1759,30.83
1760,30.98
1761,30.54
1762,30.15
1763,29.18
1764,28.11
1765,27.09
1766,26.46
1767,27.59
1768,28.02
1769,29.37
1770,32.77
1771,50.07
1772,34.28
1773,29.33
1774,25.57
1775,20.78
1776,19.73
1777,18.01
1778,17.01
1779,16.86
1780,17.41
1781,17.46
1782,29.33
1783,29.62
1784,29.47
1785,29.09
1786,29.42
1787,28.76
1788,27.95
1789,27.19
1790,26.71
1791,25.89
1792,25.88
1793,27.43
1794,30.73
1795,47.98
1796,32.09
1797,28.83
1798,24.57
1799,19.28
1800,20.24
1801,18.27
1802,16.55
1803,15.9
1804,16.08
1805,16.59
1806,27.18
1807,29.6
1808,32.15
1809,30.1
1810,30.97
1811,30.41
1812,30.01
1813,28.94
1814,27.6
1815,27.82
1816,26.27
1817,28.5
1818,29.53
1819,44.23
1820,32.55
1821,28.27
1822,24.76
1823,21.01
1824,23.16
1825,20.32
1826,20.35
1827,20.42
1828,20.24
1829,20.05
1830,22.28
1831,25.2
1832,28.09
1833,30.74
1834,28.52
1835,28.17
1836,27
1837,25.62
1838,24.71
1839,24.33
1840,24.72
1841,26.48
1842,28.57
1843,47.46
1844,33.18
1845,28.43
1846,26.49
1847,22.47
1848,24.62
1849,21.63
1850,19.12
1851,18.77
1852,19.03
1853,20.07
1854,20.21
1855,22.49
1856,26.77
1857,28.1
1858,27.72
1859,27.69
1860,27.26
1861,26.56
1862,25.83
1863,26.64
1864,27.02
1865,28.15
1866,30.59
1867,53.88
1868,33.69
1869,30.43
1870,25.67
1871,20.61
1872,21.04
1873,17.99
1874,17.25
1875,17.01
1876,17.54
1877,18.07
1878,27.46
1879,31.72
1880,30.46
1881,30.38
1882,31.13
1883,30.36
1884,29.62
1885,28.21
1886,27.15
1887,26.77
1888,27.79
1889,29.83
1890,32.67
1891,45.9
1892,34.53
1893,28.66
1894,26.6
1895,20.71
1896,17.75
1897,16.97
1898,16.89
1899,16.29
1900,17.13
1901,18.07
1902,26.06
1903,29.75
1904,30.41
1905,29.1
1906,30.77
1907,30.99
1908,30.28
1909,29.02
1910,27.54
1911,27.21
1912,27.61
1913,28.92
1914,28.93
1915,48.31
1916,34.28
1917,27.5
1918,24.83
1919,20.43
1920,17.82
1921,16.05
1922,15.47
1923,14.72
1924,15.48
1925,17.12
1926,24.08
1927,25.31
1928,25.71
1929,27.07
1930,28.25
1931,28.65
1932,27.51
1933,27.36
1934,27.01
1935,27.05
1936,26.4
1937,27.36
1938,27.93
1939,44.75
1940,34.39
1941,29.45
1942,22.48
1943,20.01
1944,21.38
1945,17.92
1946,15.51
1947,15.04
1948,16.16
1949,18.88
1950,25.43
1951,28.34
1952,27.81
1953,28.43
1954,30.9
1955,32.78
1956,34.53
1957,37.24
1958,38.64
1959,36.64
1960,36.14
1961,33.63
1962,33.63
1963,46.8
1964,39.43
1965,30.76
1966,26.92
1967,24.12
1968,23.34
1969,19.81
1970,16.26
1971,15.9
1972,16.07
1973,19.34
1974,28.56
1975,29.41
1976,32.43
1977,30.2
1978,32.87
1979,32.44
1980,31.94
1981,31.41
1982,30.54
1983,30.63
1984,30.65
1985,29.39
1986,29.65
1987,39.22
1988,34.41
1989,29.62
1990,28.4
1991,25.52
1992,24.3
1993,21.21
1994,20.07
1995,17.99
1996,18.06
1997,18.46
1998,20.21
1999,21.69
2000,26.7
2001,28.68
2002,30.09
2003,31.17
2004,30.03
2005,28.94
2006,28.62
2007,27.03
2008,27.03
2009,27.98
2010,28.91
2011,41.59
2012,36.75
2013,29.54
2014,26.38
2015,22.8
2016,21.88
2017,19.38
2018,16.91
2019,15.79
2020,15.03
2021,16.43
2022,16.76
2023,18.16
2024,22.14
2025,24.99
2026,26.73
2027,26.92
2028,26.85
2029,25.83
2030,25.03
2031,24.85
2032,24.76
2033,25.95
2034,26.8
2035,36.63
2036,32.07
2037,26.97
2038,24.38
2039,20.32
2040,17.74
2041,14.18
2042,12.99
2043,12.64
2044,14.01
2045,18.52
2046,27.44
2047,30.04
2048,31.76
2049,30.9
2050,33.63
2051,31.02
2052,29.52
2053,28.02
2054,27.21
2055,27.12
2056,27.78
2057,29.08
2058,30.57
2059,45.66
2060,38.58
2061,30.86
2062,27.75
2063,25.26
2064,23.76
2065,21.76
2066,20.23
2067,19.75
2068,20.38
2069,24
2070,33.29
2071,36.51
2072,38.87
2073,36.72
2074,34.95
2075,34.4
2076,32.62
2077,30.58
2078,29.06
2079,28.2
2080,29.18
2081,30.63
2082,30.21
2083,45.18
2084,43.52
2085,31.1
2086,28.49
2087,24.27
2088,26.39
2089,23.78
2090,21.3
2091,20.56
2092,21.82
2093,25.15
2094,31.69
2095,35.64
2096,37.76
2097,35.64
2098,34.96
2099,34.67
2100,32.83
2101,30.92
2102,29.81
2103,29.08
2104,29.3
2105,31.74
2106,32.09
2107,42.19
2108,39.19
2109,30.76
2110,28.08
2111,22.42
2112,22.47
2113,20.96
2114,20.5
2115,19.37
2116,17.77
2117,24.87
2118,27.87
2119,29.91
2120,32.1
2121,32.84
2122,31.95
2123,33.25
2124,32.23
2125,30.39
2126,29.54
2127,28.58
2128,28.58
2129,29.18
2130,31.29
2131,39.82
2132,37.78
2133,30.04
2134,28.39
2135,22.61
2136,21.56
2137,20.25
2138,18.94
2139,18.33
