Time_index,Hourly_USD_per_MWh,0
1.0,64.59,0.0
2.0,50.02,-2.824578285217285
3.0,50.28,-2.9788026809692383
4.0,48.1,-4.672650337219238
5.0,49.34,-22.874557495117188
6.0,49.22,41.229095458984375
7.0,54.09,23.20288848876953
8.0,64.2,29.607219696044922
9.0,76.9,18.28215789794922
10.0,84.66,104.47840881347656
11.0,85.99,-0.25229549407958984
12.0,86.25,-18.431236267089844
13.0,83.17,63.65399169921875
14.0,80.38,-25.871906280517578
15.0,78.43,28.636085510253906
16.0,78.64,24.566452026367188
17.0,104.63,25.82158660888672
18.0,125.61,36.21121597290039
19.0,121.95,7.086808204650879
20.0,109.92,-29.036476135253906
21.0,107.67,49.93029022216797
22.0,104.13,59.35213851928711
23.0,81.13,14.940340042114258
24.0,74.77,54.1072883605957
25.0,88.12,55.627044677734375
26.0,73.99,-31.234167098999023
27.0,64.99,-22.94695281982422
28.0,62.61,-31.76125144958496
29.0,67.04,-44.7634162902832
30.0,78.68,39.872894287109375
31.0,98.66,30.7820987701416
32.0,117.66,39.22568130493164
33.0,123.35,26.397846221923828
34.0,132.01,159.5004425048828
35.0,147.7,-27.9399471282959
36.0,126.24,-35.29702377319336
37.0,121.53,87.60720825195312
38.0,115.79,-62.76169204711914
39.0,110.58,29.662965774536133
40.0,114.12,5.953741550445557
41.0,164.38,15.723459243774414
42.0,199.99,52.724117279052734
43.0,203.51,-13.425361633300781
44.0,188.21,-67.38300323486328
45.0,187.37,57.73733139038086
46.0,164.35,64.82953643798828
47.0,120.28,-0.1812911033630371
48.0,101.01,69.71106719970703
49.0,89.6,81.72748565673828
50.0,75.27,-15.091299057006836
51.0,65.93,-14.87120246887207
52.0,65.54,-19.4228572845459
53.0,67.61,-39.89147186279297
54.0,85.25,45.92555236816406
55.0,121.91,22.121347427368164
56.0,140.47,34.52981948852539
57.0,138.4,18.107982635498047
58.0,143.48,142.3024139404297
59.0,148.55,-20.965497970581055
60.0,145.91,-33.044761657714844
61.0,143.47,83.61982727050781
62.0,143.42,-49.313758850097656
63.0,143.31,31.293472290039062
64.0,143.33,10.994527816772461
65.0,161.92,21.418851852416992
66.0,190.26,52.141326904296875
67.0,185.3,-7.076497554779053
68.0,177.9,-59.71535110473633
69.0,165.39,54.214820861816406
70.0,154.56,60.20525360107422
71.0,139.48,-3.9374938011169434
72.0,93.7,68.24085235595703
73.0,57.93,81.3035659790039
74.0,48.13,-20.31470489501953
75.0,45.27,-20.726882934570312
76.0,45.15,-16.265506744384766
77.0,45.26,-49.79062271118164
78.0,51.61,36.66872024536133
79.0,83.8,1.3475720882415771
80.0,88.58,15.231775283813477
81.0,87.07,-7.649935245513916
82.0,92.0,86.44297790527344
83.0,90.59,-13.807607650756836
84.0,87.21,-41.368377685546875
85.0,82.6,40.39622497558594
86.0,81.6,-38.39590835571289
87.0,77.22,-5.727855205535889
88.0,80.73,0.6984455585479736
89.0,99.0,3.9676995277404785
90.0,132.09,32.79533004760742
91.0,103.58,-6.160534381866455
92.0,101.31,-45.57204818725586
93.0,96.9,20.33865737915039
94.0,87.58,26.716325759887695
95.0,82.87,-17.166030883789062
96.0,57.51,31.715194702148438
97.0,50.17,44.52504348754883
98.0,44.53,-3.5280637741088867
99.0,42.03,-4.558407783508301
100.0,39.4,-5.267561912536621
101.0,40.58,-18.22089958190918
102.0,43.0,27.123403549194336
103.0,44.84,12.320552825927734
104.0,52.19,17.910694122314453
105.0,58.16,9.580947875976562
106.0,62.79,70.15128326416016
107.0,63.65,-4.6821699142456055
108.0,61.2,-15.092828750610352
109.0,57.59,42.15387725830078
110.0,53.92,-20.2457332611084
111.0,52.48,16.509479522705078
112.0,52.85,11.68808650970459
113.0,63.71,14.034603118896484
114.0,84.94,25.897705078125
115.0,74.32,1.3063440322875977
116.0,70.63,-24.462827682495117
117.0,65.18,29.473928451538086
118.0,61.95,34.08622741699219
119.0,55.77,3.108335494995117
120.0,51.38,35.21415710449219
121.0,40.94,39.54966735839844
122.0,38.04,-6.973150730133057
123.0,35.33,-6.953720569610596
124.0,34.62,-6.118882656097412
125.0,35.16,-23.432771682739258
126.0,35.31,18.562599182128906
127.0,37.43,7.217806339263916
128.0,37.79,13.655074119567871
129.0,41.02,2.9256606101989746
130.0,45.11,52.070953369140625
131.0,49.19,-5.0653815269470215
132.0,49.62,-18.417808532714844
133.0,53.81,25.88698387145996
134.0,53.1,-23.270444869995117
135.0,52.66,4.254506587982178
136.0,52.7,7.580133438110352
137.0,59.06,8.162111282348633
138.0,76.48,12.927980422973633
139.0,71.37,1.3518542051315308
140.0,60.3,-21.7322998046875
141.0,57.17,20.102869033813477
142.0,53.97,27.48615264892578
143.0,50.42,2.585458278656006
144.0,41.0,25.03099250793457
145.0,37.04,24.831310272216797
146.0,34.66,-6.268263816833496
147.0,34.27,-8.660561561584473
148.0,36.28,-8.222954750061035
149.0,36.59,-21.06265640258789
150.0,39.17,26.972820281982422
151.0,48.18,8.668721199035645
152.0,54.23,11.697836875915527
153.0,53.25,4.545970916748047
154.0,55.67,63.596317291259766
155.0,56.16,-5.202075004577637
156.0,54.08,-18.351158142089844
157.0,51.71,36.91985321044922
158.0,50.28,-20.842689514160156
159.0,49.09,9.414281845092773
160.0,50.16,9.871021270751953
161.0,58.84,8.923341751098633
162.0,78.28,24.538719177246094
163.0,75.14,-0.46517086029052734
164.0,65.82,-22.957244873046875
165.0,62.6,23.28302001953125
166.0,55.86,26.476581573486328
167.0,51.04,0.004267692565917969
168.0,41.66,29.948776245117188
169.0,38.72,33.52826690673828
170.0,36.36,-8.11564826965332
171.0,34.59,-8.280397415161133
172.0,33.87,-6.733848571777344
173.0,33.83,-24.231964111328125
174.0,38.5,25.385154724121094
175.0,52.82,10.362847328186035
176.0,55.41,16.517492294311523
177.0,49.82,4.483396530151367
178.0,53.92,64.80950164794922
179.0,55.62,-4.16182804107666
180.0,53.65,-19.55907440185547
181.0,48.69,34.38008117675781
182.0,45.97,-22.115367889404297
183.0,44.97,5.910357475280762
184.0,46.17,9.19029712677002
185.0,57.47,9.204102516174316
186.0,80.6,23.667827606201172
187.0,76.32,1.8325250148773193
188.0,61.11,-22.770301818847656
189.0,57.48,23.049827575683594
190.0,55.43,28.55657386779785
191.0,48.97,0.23136210441589355
192.0,40.17,29.274093627929688
193.0,31.35,32.147300720214844
194.0,27.94,-5.645876884460449
195.0,26.77,-3.85105037689209
196.0,26.39,-2.5262937545776367
197.0,27.38,-17.246450424194336
198.0,30.95,17.081016540527344
199.0,38.91,8.328444480895996
200.0,43.72,14.427639961242676
201.0,39.94,5.9412407875061035
202.0,40.99,46.08464813232422
203.0,40.7,-3.2199440002441406
204.0,38.39,-12.8051118850708
205.0,36.35,24.239580154418945
206.0,35.89,-16.114641189575195
207.0,35.21,5.451346397399902
208.0,35.13,5.534089088439941
209.0,43.71,7.069342613220215
210.0,65.68,15.496078491210938
211.0,53.24,2.018181324005127
212.0,49.05,-18.697444915771484
213.0,47.55,16.918249130249023
214.0,41.8,22.049598693847656
215.0,33.58,0.5457054376602173
216.0,31.87,20.746788024902344
217.0,31.96,25.573795318603516
218.0,29.4,-5.08534049987793
219.0,27.83,-4.25773811340332
220.0,27.78,-2.480436325073242
221.0,28.17,-15.285415649414062
222.0,32.01,19.619409561157227
223.0,39.39,9.444726943969727
224.0,40.98,13.700231552124023
225.0,37.79,5.187319755554199
226.0,37.95,47.723533630371094
227.0,38.04,0.2883864641189575
228.0,37.64,-12.126714706420898
229.0,34.96,25.873550415039062
230.0,34.46,-12.216619491577148
231.0,34.27,5.889538288116455
232.0,34.26,9.347038269042969
233.0,42.43,8.488300323486328
234.0,62.9,18.261695861816406
235.0,53.8,3.452834129333496
236.0,45.44,-13.92564582824707
237.0,44.56,18.381450653076172
238.0,42.4,23.095958709716797
239.0,34.37,2.631735324859619
240.0,31.04,20.799930572509766
241.0,28.85,23.271495819091797
242.0,27.31,-2.778388023376465
243.0,26.26,-2.491109848022461
244.0,25.88,-0.55743408203125
245.0,26.58,-12.473337173461914
246.0,29.6,20.042259216308594
247.0,35.14,8.885294914245605
248.0,38.58,13.194531440734863
249.0,36.08,5.418246746063232
250.0,36.54,45.074954986572266
251.0,37.49,1.675079345703125
252.0,37.64,-10.029802322387695
253.0,35.25,25.751323699951172
254.0,34.03,-8.665580749511719
255.0,33.18,7.559695243835449
256.0,34.01,9.974613189697266
257.0,41.64,9.548282623291016
258.0,54.93,18.704853057861328
259.0,44.94,4.001631736755371
260.0,41.6,-12.303354263305664
261.0,40.11,18.230112075805664
262.0,34.67,22.29813575744629
263.0,31.69,2.578640937805176
264.0,30.02,20.01150894165039
265.0,31.34,23.600093841552734
266.0,28.44,-1.5800853967666626
267.0,26.98,-2.3487677574157715
268.0,25.62,-0.3657156229019165
269.0,26.07,-13.956161499023438
270.0,27.22,16.550161361694336
271.0,29.49,4.553615570068359
272.0,30.81,9.539155006408691
273.0,32.36,2.9625725746154785
274.0,35.0,35.73124694824219
275.0,37.22,-1.0142790079116821
276.0,37.22,-10.86722183227539
277.0,35.4,19.632272720336914
278.0,33.7,-11.25102424621582
279.0,32.36,5.286542892456055
280.0,33.6,6.725861072540283
281.0,39.74,7.435197830200195
282.0,49.37,11.632192611694336
283.0,45.41,2.4530463218688965
284.0,42.84,-14.768945693969727
285.0,38.92,14.124643325805664
286.0,36.9,18.794347763061523
287.0,32.3,1.0782045125961304
288.0,32.67,17.200735092163086
289.0,30.93,20.899118423461914
290.0,28.51,-0.46642112731933594
291.0,25.25,-2.426464080810547
292.0,24.55,-0.8849897384643555
293.0,24.16,-13.463754653930664
294.0,23.04,18.601083755493164
295.0,25.75,2.6694650650024414
296.0,28.38,7.278280735015869
297.0,29.99,2.347825050354004
298.0,38.19,36.58329772949219
299.0,40.31,-0.32175636291503906
300.0,41.68,-11.136547088623047
301.0,39.4,20.993356704711914
302.0,39.06,-10.069435119628906
303.0,37.2,7.324550151824951
304.0,38.12,8.101737976074219
305.0,45.5,9.05385971069336
306.0,60.83,11.083959579467773
307.0,51.21,1.2369284629821777
308.0,47.12,-16.167051315307617
309.0,45.21,16.014020919799805
310.0,40.36,20.58999252319336
311.0,37.52,1.9764962196350098
312.0,32.03,17.339162826538086
313.0,32.09,22.45616340637207
314.0,29.46,0.7908350915794515
315.0,26.7,0.31786263761800215
316.0,26.3,0.27528309884716373
317.0,26.75,0.7861112225522608
318.0,29.59,0.8802655031704025
319.0,37.34,0.1119947123811964
320.0,39.96,0.7501318482980462
