Hour,Energy_Sold,Energy_Purchased,Energy_Grid,Power_Charged,Power_ChargedWind,Cable Power,Power_Discharged,State_of_Charge,Char/Disch,power,price
5690,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,12.84057
5691,0,0,0,0,0,0,0,1,0,0,12.924981
5692,0,0,0,0,0,0,0,1,0,0,12.928535
5693,0,0,0,0,0,0,0,1,0,0,14.356907
5694,0,0,0,0,0,0,0,1,0,0,17.738579
5695,0,0,0,0,0,0,0,1,0,0,17.805456
5696,0,0,0,0,0,0,0,1,0,0,18.498134
5697,0,0,0,0,0,0,0,1,0,0,18.970027
5698,0,0,0,0,0,0,0,1,0,0,19.929465
5699,0,0,0,0,0,0,0,1,0,0,20.949531
5700,0,0,0,0,0,0,0,1,0,0,21.976798
5701,0,0,0,0,0,0,0,1,0,0,23.575364
5702,0,0,0,0,0,0,0,1,0,0,24.910655
5703,0,0,0,0,0,0,0,1,0,0,25.008786
5704,0.9,0,0.9,0,0,0,1,0,0,1,25.700399
5705,0,0,0,0,0,0,0,0,0,0,25.250874
5706,0,0,0,0,0,0,0,0,0,0,24.171555
5707,0,0,0,0,0,0,0,0,0,0,23.302975
5708,0,0,0,0,0,0,0,0,0,0,23.661997
5709,0,0,0,0,0,0,0,0,0,0,21.402959
5710,0,0,0,0,0,0,0,0,0,0,18.773969
5711,0,0,0,0,0,0,0,0,0,0,17.29258
5712,0,0,0,0,0,0,0,0,0,0,14.892764
5713,0,0,0,0,0,0,0,0,0,0,13.781672
5714,0,0,0,0,0,0,0,0,0,0,12.891681
5715,0,0,0,0,0,0,0,0,0,0,12.615949
5716,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,12.477738
5717,0,0,0,0,0,0,0,1,0,0,14.519446
5718,0,0,0,0,0,0,0,1,0,0,17.39961
5719,0,0,0,0,0,0,0,1,0,0,17.864904
5720,0,0,0,0,0,0,0,1,0,0,18.475206
5721,0,0,0,0,0,0,0,1,0,0,19.105876
5722,0,0,0,0,0,0,0,1,0,0,20.514198
5723,0,0,0,0,0,0,0,1,0,0,21.671528
5724,0,0,0,0,0,0,0,1,0,0,22.601303
5725,0,0,0,0,0,0,0,1,0,0,24.295139
5726,0,0,0,0,0,0,0,1,0,0,24.295159
5727,0,0,0,0,0,0,0,1,0,0,25.196817
5728,0,0,0,0,0,0,0,1,0,0,26.146214
5729,0.9,0,0.9,0,0,0,1,0,0,1,26.827631
5730,0,0,0,0,0,0,0,0,0,0,25.064469
5731,0,0,0,0,0,0,0,0,0,0,24.381299
5732,0,0,0,0,0,0,0,0,0,0,25.128212
5733,0,0,0,0,0,0,0,0,0,0,22.416543
5734,0,0,0,0,0,0,0,0,0,0,19.119317
5735,0,0,0,0,0,0,0,0,0,0,18.585583
5736,0,0,0,0,0,0,0,0,0,0,16.369003
5737,0,0,0,0,0,0,0,0,0,0,15.525009
5738,0,0,0,0,0,0,0,0,0,0,13.850269
5739,0,0,0,0,0,0,0,0,0,0,13.193185
5740,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.088954
5741,0,0,0,0,0,0,0,1,0,0,15.307703
5742,0,0,0,0,0,0,0,1,0,0,16.992236
5743,0,0,0,0,0,0,0,1,0,0,18.101422
5744,0,0,0,0,0,0,0,1,0,0,18.491649
5745,0,0,0,0,0,0,0,1,0,0,19.978282
5746,0,0,0,0,0,0,0,1,0,0,21.645662
5747,0,0,0,0,0,0,0,1,0,0,23.366354
5748,0,0,0,0,0,0,0,1,0,0,24.542649
5749,0,0,0,0,0,0,0,1,0,0,26.770055
5750,0,0,0,0,0,0,0,1,0,0,27.01757
5751,0,0,0,0,0,0,0,1,0,0,27.821265
5752,0.9,0,0.9,0,0,0,1,0,0,1,31.34817
5753,0,0,0,0,0,0,0,0,0,0,29.86061
5754,0,0,0,0,0,0,0,0,0,0,25.975836
5755,0,0,0,0,0,0,0,0,0,0,25.751654
5756,0,0,0,0,0,0,0,0,0,0,25.837818
5757,0,0,0,0,0,0,0,0,0,0,22.469702
5758,0,0,0,0,0,0,0,0,0,0,19.287035
5759,0,0,0,0,0,0,0,0,0,0,17.978494
5760,0,0,0,0,0,0,0,0,0,0,16.948353
5761,0,0,0,0,0,0,0,0,0,0,15.927188
5762,0,0,0,0,0,0,0,0,0,0,14.103434
5763,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.058488
5764,0,0,0,0,0,0,0,1,0,0,13.24694
5765,0,0,0,0,0,0,0,1,0,0,16.078843
5766,0,0,0,0,0,0,0,1,0,0,17.634769
5767,0,0,0,0,0,0,0,1,0,0,18.464902
5768,0,0,0,0,0,0,0,1,0,0,18.851601
5769,0,0,0,0,0,0,0,1,0,0,20.128181
5770,0,0,0,0,0,0,0,1,0,0,21.835035
5771,0,0,0,0,0,0,0,1,0,0,23.260174
5772,0,0,0,0,0,0,0,1,0,0,24.40183
5773,0,0,0,0,0,0,0,1,0,0,27.26829
5774,0,0,0,0,0,0,0,1,0,0,27.974254
5775,0,0,0,0,0,0,0,1,0,0,31.350347
5776,0,0,0,0,0,0,0,1,0,0,33.390742
5777,0.9,0,0.9,0,0,0,1,0,0,1,35.199051
5778,0,0,0,0,0,0,0,0,0,0,27.645959
5779,0,0,0,0,0,0,0,0,0,0,25.686145
5780,0,0,0,0,0,0,0,0,0,0,26.419815
5781,0,0,0,0,0,0,0,0,0,0,22.500182
5782,0,0,0,0,0,0,0,0,0,0,19.46031
5783,0,0,0,0,0,0,0,0,0,0,18.536484
5784,0,0,0,0,0,0,0,0,0,0,17.554254
5785,0,0,0,0,0,0,0,0,0,0,15.542914
5786,0,0,0,0,0,0,0,0,0,0,14.091375
5787,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.310773
5788,0,0,0,0,0,0,0,1,0,0,13.69539
5789,0,0,0,0,0,0,0,1,0,0,15.246426
5790,0,0,0,0,0,0,0,1,0,0,17.77575
5791,0,0,0,0,0,0,0,1,0,0,18.092983
5792,0,0,0,0,0,0,0,1,0,0,18.902526
5793,0,0,0,0,0,0,0,1,0,0,20.94687
5794,0,0,0,0,0,0,0,1,0,0,21.871017
5795,0,0,0,0,0,0,0,1,0,0,24.050204
5796,0,0,0,0,0,0,0,1,0,0,25.466297
5797,0,0,0,0,0,0,0,1,0,0,27.384346
5798,0,0,0,0,0,0,0,1,0,0,31.49889
5799,0,0,0,0,0,0,0,1,0,0,34.08899
5800,0.9,0,0.9,0,0,0,1,0,0,1,37.709157
5801,0,0,0,0,0,0,0,0,0,0,35.8759
5802,0,0,0,0,0,0,0,0,0,0,28.266118
5803,0,0,0,0,0,0,0,0,0,0,26.450041
5804,0,0,0,0,0,0,0,0,0,0,26.009946
5805,0,0,0,0,0,0,0,0,0,0,22.662974
5806,0,0,0,0,0,0,0,0,0,0,19.648104
5807,0,0,0,0,0,0,0,0,0,0,17.992448
5808,0,0,0,0,0,0,0,0,0,0,16.966163
5809,0,0,0,0,0,0,0,0,0,0,15.704387
5810,0,0,0,0,0,0,0,0,0,0,14.690309
5811,0,0,0,0,0,0,0,0,0,0,13.803768
5812,0,0,0,0,0,0,0,0,0,0,13.417998
5813,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.339194
5814,0,0,0,0,0,0,0,1,0,0,13.400891
5815,0,0,0,0,0,0,0,1,0,0,14.161682
5816,0,0,0,0,0,0,0,1,0,0,16.347439
5817,0,0,0,0,0,0,0,1,0,0,17.988319
5818,0,0,0,0,0,0,0,1,0,0,19.441634
5819,0,0,0,0,0,0,0,1,0,0,20.766824
5820,0,0,0,0,0,0,0,1,0,0,21.989862
5821,0,0,0,0,0,0,0,1,0,0,22.990508
5822,0,0,0,0,0,0,0,1,0,0,25.285805
5823,0,0,0,0,0,0,0,1,0,0,26.101537
5824,0.9,0,0.9,0,0,0,1,0,0,1,28.383864
5825,0,0,0,0,0,0,0,0,0,0,27.953883
5826,0,0,0,0,0,0,0,0,0,0,24.223164
5827,0,0,0,0,0,0,0,0,0,0,22.416674
5828,0,0,0,0,0,0,0,0,0,0,21.980984
5829,0,0,0,0,0,0,0,0,0,0,20.284491
5830,0,0,0,0,0,0,0,0,0,0,18.426893
5831,0,0,0,0,0,0,0,0,0,0,17.820255
5832,0,0,0,0,0,0,0,0,0,0,15.659998
5833,0,0,0,0,0,0,0,0,0,0,14.992768
5834,0,0,0,0,0,0,0,0,0,0,14.090748
5835,0,0,0,0,0,0,0,0,0,0,13.619367
5836,0,0,0,0,0,0,0,0,0,0,13.187739
5837,0,0,0,0,0,0,0,0,0,0,13.151481
5838,0,0,0,0,0,0,0,0,0,0,13.052461
5839,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.029203
5840,0,0,0,0,0,0,0,1,0,0,14.643727
5841,0,0,0,0,0,0,0,1,0,0,17.40452
5842,0,0,0,0,0,0,0,1,0,0,17.737336
5843,0,0,0,0,0,0,0,1,0,0,19.304479
5844,0,0,0,0,0,0,0,1,0,0,20.460276
5845,0,0,0,0,0,0,0,1,0,0,21.869193
5846,0,0,0,0,0,0,0,1,0,0,23.416196
5847,0,0,0,0,0,0,0,1,0,0,24.469325
5848,0.9,0,0.9,0,0,0,1,0,0,1,27.88634
5849,0,0,0,0,0,0,0,0,0,0,27.267825
5850,0,0,0,0,0,0,0,0,0,0,23.527124
5851,0,0,0,0,0,0,0,0,0,0,22.611644
5852,0,0,0,0,0,0,0,0,0,0,22.735119
5853,0,0,0,0,0,0,0,0,0,0,20.441007
5854,0,0,0,0,0,0,0,0,0,0,18.818506
5855,0,0,0,0,0,0,0,0,0,0,17.554923
5856,0,0,0,0,0,0,0,0,0,0,15.479376
5857,0,0,0,0,0,0,0,0,0,0,14.380619
5858,0,0,0,0,0,0,0,0,0,0,13.907361
5859,0,0,0,0,0,0,0,0,0,0,13.289469
5860,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,12.673506
5861,0,0,0,0,0,0,0,1,0,0,12.875531
5862,0,0,0,0,0,0,0,1,0,0,12.878368
5863,0,0,0,0,0,0,0,1,0,0,12.871789
5864,0,0,0,0,0,0,0,1,0,0,15.260556
5865,0,0,0,0,0,0,0,1,0,0,17.907778
5866,0,0,0,0,0,0,0,1,0,0,19.040858
5867,0,0,0,0,0,0,0,1,0,0,21.312678
5868,0,0,0,0,0,0,0,1,0,0,23.827088
5869,0,0,0,0,0,0,0,1,0,0,25.764433
5870,0,0,0,0,0,0,0,1,0,0,28.857045
5871,0,0,0,0,0,0,0,1,0,0,28.423694
5872,0.9,0,0.9,0,0,0,1,0,0,1,32.292834
5873,0,0,0,0,0,0,0,0,0,0,31.713247
5874,0,0,0,0,0,0,0,0,0,0,28.836713
5875,0,0,0,0,0,0,0,0,0,0,26.979884
5876,0,0,0,0,0,0,0,0,0,0,27.918872
5877,0,0,0,0,0,0,0,0,0,0,23.010352
5878,0,0,0,0,0,0,0,0,0,0,20.355101
5879,0,0,0,0,0,0,0,0,0,0,18.744805
5880,0,0,0,0,0,0,0,0,0,0,17.725121
5881,0,0,0,0,0,0,0,0,0,0,17.45414
5882,0,0,0,0,0,0,0,0,0,0,15.910973
5883,0,0,0,0,0,0,0,0,0,0,14.896906
5884,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,14.696195
5885,0,0,0,0,0,0,0,1,0,0,16.689679
5886,0,0,0,0,0,0,0,1,0,0,18.722638
5887,0,0,0,0,0,0,0,1,0,0,19.209284
5888,0,0,0,0,0,0,0,1,0,0,19.45688
5889,0,0,0,0,0,0,0,1,0,0,21.116775
5890,0,0,0,0,0,0,0,1,0,0,22.820925
5891,0,0,0,0,0,0,0,1,0,0,24.397329
5892,0,0,0,0,0,0,0,1,0,0,28.245227
5893,0,0,0,0,0,0,0,1,0,0,29.623977
5894,0,0,0,0,0,0,0,1,0,0,32.776218
5895,0,0,0,0,0,0,0,1,0,0,35.587565
5896,0.9,0,0.9,0,0,0,1,0,0,1,38.48457
5897,0,0,0,0,0,0,0,0,0,0,38.102951
5898,0,0,0,0,0,0,0,0,0,0,34.410706
5899,0,0,0,0,0,0,0,0,0,0,30.12674
5900,0,0,0,0,0,0,0,0,0,0,30.161696
5901,0,0,0,0,0,0,0,0,0,0,24.620878
5902,0,0,0,0,0,0,0,0,0,0,21.025106
5903,0,0,0,0,0,0,0,0,0,0,19.027991
5904,0,0,0,0,0,0,0,0,0,0,18.232597
5905,0,0,0,0,0,0,0,0,0,0,16.926134
5906,0,0,0,0,0,0,0,0,0,0,15.848331
5907,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,14.68382
5908,0,0,0,0,0,0,0,1,0,0,15.2145
5909,0,0,0,0,0,0,0,1,0,0,16.957653
5910,0,0,0,0,0,0,0,1,0,0,19.025297
5911,0,0,0,0,0,0,0,1,0,0,19.605908
5912,0,0,0,0,0,0,0,1,0,0,20.159855
5913,0,0,0,0,0,0,0,1,0,0,22.298495
5914,0,0,0,0,0,0,0,1,0,0,25.679128
5915,0,0,0,0,0,0,0,1,0,0,28.517993
5916,0,0,0,0,0,0,0,1,0,0,30.431234
5917,0,0,0,0,0,0,0,1,0,0,32.726046
5918,0,0,0,0,0,0,0,1,0,0,37.014544
5919,0,0,0,0,0,0,0,1,0,0,38.645252
5920,0.9,0,0.9,0,0,0,1,0,0,1,41.265207
5921,0,0,0,0,0,0,0,0,0,0,37.077207
5922,0,0,0,0,0,0,0,0,0,0,32.554304
5923,0,0,0,0,0,0,0,0,0,0,30.997558
5924,0,0,0,0,0,0,0,0,0,0,30.43124
5925,0,0,0,0,0,0,0,0,0,0,24.496134
5926,0,0,0,0,0,0,0,0,0,0,20.837165
5927,0,0,0,0,0,0,0,0,0,0,19.378825
5928,0,0,0,0,0,0,0,0,0,0,18.905963
5929,0,0,0,0,0,0,0,0,0,0,17.602747
5930,0,0,0,0,0,0,0,0,0,0,16.612744
5931,0,0,0,0,0,0,0,0,0,0,16.102147
5932,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,15.933402
5933,0,0,0,0,0,0,0,1,0,0,16.923815
5934,0,0,0,0,0,0,0,1,0,0,19.739138
5935,0,0,0,0,0,0,0,1,0,0,20.234667
5936,0,0,0,0,0,0,0,1,0,0,20.42821
5937,0,0,0,0,0,0,0,1,0,0,22.839658
5938,0,0,0,0,0,0,0,1,0,0,24.050046
5939,0,0,0,0,0,0,0,1,0,0,25.053414
5940,0,0,0,0,0,0,0,1,0,0,28.261772
5941,0,0,0,0,0,0,0,1,0,0,26.906218
5942,0,0,0,0,0,0,0,1,0,0,28.423745
5943,0,0,0,0,0,0,0,1,0,0,29.037412
5944,0.9,0,0.9,0,0,0,1,0,0,1,29.720626
5945,0,0,0,0,0,0,0,0,0,0,28.328824
5946,0,0,0,0,0,0,0,0,0,0,26.587794
5947,0,0,0,0,0,0,0,0,0,0,27.13358
5948,0,0,0,0,0,0,0,0,0,0,25.317839
5949,0,0,0,0,0,0,0,0,0,0,22.751299
5950,0,0,0,0,0,0,0,0,0,0,19.241724
5951,0,0,0,0,0,0,0,0,0,0,17.978481
5952,0,0,0,0,0,0,0,0,0,0,18.610141
5953,0,0,0,0,0,0,0,0,0,0,17.752793
5954,0,0,0,0,0,0,0,0,0,0,16.687043
5955,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,16.446823
5956,0,0,0,0,0,0,0,1,0,0,16.493512
5957,0,0,0,0,0,0,0,1,0,0,17.190207
5958,0,0,0,0,0,0,0,1,0,0,20.386607
5959,0,0,0,0,0,0,0,1,0,0,20.745476
5960,0,0,0,0,0,0,0,1,0,0,21.242465
5961,0,0,0,0,0,0,0,1,0,0,23.463604
5962,0,0,0,0,0,0,0,1,0,0,25.673469
5963,0,0,0,0,0,0,0,1,0,0,27.870321
5964,0,0,0,0,0,0,0,1,0,0,28.979107
5965,0,0,0,0,0,0,0,1,0,0,29.59843
5966,0,0,0,0,0,0,0,1,0,0,30.222405
5967,0,0,0,0,0,0,0,1,0,0,30.155268
5968,0.9,0,0.9,0,0,0,1,0,0,1,30.41076
5969,0,0,0,0,0,0,0,0,0,0,30.102671
5970,0,0,0,0,0,0,0,0,0,0,28.760661
5971,0,0,0,0,0,0,0,0,0,0,26.809424
5972,0,0,0,0,0,0,0,0,0,0,24.677359
5973,0,0,0,0,0,0,0,0,0,0,22.147056
5974,0,0,0,0,0,0,0,0,0,0,20.458028
5975,0,0,0,0,0,0,0,0,0,0,18.983016
5976,0,0,0,0,0,0,0,0,0,0,16.933534
5977,0,0,0,0,0,0,0,0,0,0,15.899632
5978,0,0,0,0,0,0,0,0,0,0,15.025869
5979,0,0,0,0,0,0,0,0,0,0,14.162049
5980,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.693456
5981,0,0,0,0,0,0,0,1,0,0,14.247327
5982,0,0,0,0,0,0,0,1,0,0,15.39291
5983,0,0,0,0,0,0,0,1,0,0,15.715684
5984,0,0,0,0,0,0,0,1,0,0,16.638319
5985,0,0,0,0,0,0,0,1,0,0,18.485285
5986,0,0,0,0,0,0,0,1,0,0,19.363416
5987,0,0,0,0,0,0,0,1,0,0,20.86329
5988,0,0,0,0,0,0,0,1,0,0,21.611613
5989,0,0,0,0,0,0,0,1,0,0,22.653901
5990,0,0,0,0,0,0,0,1,0,0,23.736596
5991,0,0,0,0,0,0,0,1,0,0,26.655511
5992,0,0,0,0,0,0,0,1,0,0,28.493197
5993,0.9,0,0.9,0,0,0,1,0,0,1,29.154686
5994,0,0,0,0,0,0,0,0,0,0,23.442386
5995,0,0,0,0,0,0,0,0,0,0,23.852954
5996,0,0,0,0,0,0,0,0,0,0,22.806798
5997,0,0,0,0,0,0,0,0,0,0,20.588711
5998,0,0,0,0,0,0,0,0,0,0,19.022899
5999,0,0,0,0,0,0,0,0,0,0,17.788805
6000,0,0,0,0,0,0,0,0,0,0,16.30679
6001,0,0,0,0,0,0,0,0,0,0,15.977993
6002,0,0,0,0,0,0,0,0,0,0,14.582645
6003,0,0,0,0,0,0,0,0,0,0,13.776516
6004,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.289881
6005,0,0,0,0,0,0,0,1,0,0,13.323714
6006,0,0,0,0,0,0,0,1,0,0,13.829568
6007,0,0,0,0,0,0,0,1,0,0,14.22344
6008,0,0,0,0,0,0,0,1,0,0,15.66703
6009,0,0,0,0,0,0,0,1,0,0,17.713007
6010,0,0,0,0,0,0,0,1,0,0,18.723937
6011,0,0,0,0,0,0,0,1,0,0,19.555043
6012,0,0,0,0,0,0,0,1,0,0,20.063425
6013,0,0,0,0,0,0,0,1,0,0,21.197792
6014,0,0,0,0,0,0,0,1,0,0,22.218811
6015,0,0,0,0,0,0,0,1,0,0,24.09204
6016,0,0,0,0,0,0,0,1,0,0,25.923064
6017,0.9,0,0.9,0,0,0,1,0,0,1,27.971312
6018,0,0,0,0,0,0,0,0,0,0,23.799279
6019,0,0,0,0,0,0,0,0,0,0,25.121482
6020,0,0,0,0,0,0,0,0,0,0,23.547823
6021,0,0,0,0,0,0,0,0,0,0,20.29363
6022,0,0,0,0,0,0,0,0,0,0,18.730342
6023,0,0,0,0,0,0,0,0,0,0,17.327477
6024,0,0,0,0,0,0,0,0,0,0,16.885368
6025,0,0,0,0,0,0,0,0,0,0,15.424941
6026,0,0,0,0,0,0,0,0,0,0,14.483941
6027,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.833604
6028,0,0,0,0,0,0,0,1,0,0,14.380981
6029,0,0,0,0,0,0,0,1,0,0,15.81922
6030,0,0,0,0,0,0,0,1,0,0,19.702618
6031,0,0,0,0,0,0,0,1,0,0,20.338508
6032,0,0,0,0,0,0,0,1,0,0,20.641874
6033,0,0,0,0,0,0,0,1,0,0,22.896992
6034,0,0,0,0,0,0,0,1,0,0,24.369527
6035,0,0,0,0,0,0,0,1,0,0,24.741736
6036,0,0,0,0,0,0,0,1,0,0,29.424627
6037,0,0,0,0,0,0,0,1,0,0,31.511423
6038,0,0,0,0,0,0,0,1,0,0,32.247712
6039,0,0,0,0,0,0,0,1,0,0,33.733138
6040,0.9,0,0.9,0,0,0,1,0,0,1,39.941624
6041,0,0,0,0,0,0,0,0,0,0,36.650188
6042,0,0,0,0,0,0,0,0,0,0,33.174599
6043,0,0,0,0,0,0,0,0,0,0,34.965753
6044,0,0,0,0,0,0,0,0,0,0,30.514291
6045,0,0,0,0,0,0,0,0,0,0,22.560985
6046,0,0,0,0,0,0,0,0,0,0,20.561624
6047,0,0,0,0,0,0,0,0,0,0,18.532614
6048,0,0,0,0,0,0,0,0,0,0,16.553905
6049,0,0,0,0,0,0,0,0,0,0,15.8913
6050,0,0,0,0,0,0,0,0,0,0,14.819377
6051,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,13.834922
6052,0,0,0,0,0,0,0,1,0,0,14.671444
6053,0,0,0,0,0,0,0,1,0,0,15.834409
6054,0,0,0,0,0,0,0,1,0,0,19.74866
6055,0,0,0,0,0,0,0,1,0,0,20.425637
6056,0,0,0,0,0,0,0,1,0,0,21.81067
6057,0,0,0,0,0,0,0,1,0,0,25.595667
6058,0,0,0,0,0,0,0,1,0,0,28.149452
6059,0,0,0,0,0,0,0,1,0,0,30.268723
6060,0,0,0,0,0,0,0,1,0,0,33.42506
6061,0,0,0,0,0,0,0,1,0,0,38.841696
6062,0,0,0,0,0,0,0,1,0,0,43.925646
6063,0,0,0,0,0,0,0,1,0,0,50.699897
6064,0.9,0,0.9,0,0,0,1,0,0,1,58.906451
6065,0,0,0,0,0,0,0,0,0,0,55.48273
6066,0,0,0,0,0,0,0,0,0,0,38.522518
6067,0,0,0,0,0,0,0,0,0,0,38.271454
6068,0,0,0,0,0,0,0,0,0,0,38.6322
6069,0,0,0,0,0,0,0,0,0,0,29.386661
6070,0,0,0,0,0,0,0,0,0,0,25.847907
6071,0,0,0,0,0,0,0,0,0,0,21.141899
6072,0,0,0,0,0,0,0,0,0,0,20.146798
6073,0,0,0,0,0,0,0,0,0,0,18.808738
6074,0,0,0,0,0,0,0,0,0,0,17.756289
6075,0,0,0,0,0,0,0,0,0,0,17.238497
6076,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,17.031779
6077,0,0,0,0,0,0,0,1,0,0,18.463607
6078,0,0,0,0,0,0,0,1,0,0,21.86022
6079,0,0,0,0,0,0,0,1,0,0,22.150522
6080,0,0,0,0,0,0,0,1,0,0,23.251724
6081,0,0,0,0,0,0,0,1,0,0,26.517451
6082,0,0,0,0,0,0,0,1,0,0,30.412348
6083,0,0,0,0,0,0,0,1,0,0,33.325426
6084,0,0,0,0,0,0,0,1,0,0,37.176089
6085,0,0,0,0,0,0,0,1,0,0,42.599962
6086,0,0,0,0,0,0,0,1,0,0,51.172409
6087,0,0,0,0,0,0,0,1,0,0,60.76634
6088,0.9,0,0.9,0,0,0,1,0,0,1,70.266417
6089,0,0,0,0,0,0,0,0,0,0,60.342923
6090,0,0,0,0,0,0,0,0,0,0,42.58587
6091,0,0,0,0,0,0,0,0,0,0,40.828676
6092,0,0,0,0,0,0,0,0,0,0,37.513931
6093,0,0,0,0,0,0,0,0,0,0,31.291843
6094,0,0,0,0,0,0,0,0,0,0,26.568658
6095,0,0,0,0,0,0,0,0,0,0,22.884319
6096,0,0,0,0,0,0,0,0,0,0,21.888149
6097,0,0,0,0,0,0,0,0,0,0,20.394099
6098,0,0,0,0,0,0,0,0,0,0,18.666446
6099,0,0,0,0,0,0,0,0,0,0,17.82747
6100,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,17.807199
6101,0,0,0,0,0,0,0,1,0,0,19.571328
6102,0,0,0,0,0,0,0,1,0,0,22.650812
6103,0,0,0,0,0,0,0,1,0,0,23.00255
6104,0,0,0,0,0,0,0,1,0,0,24.507242
6105,0,0,0,0,0,0,0,1,0,0,27.380972
6106,0,0,0,0,0,0,0,1,0,0,30.683205
6107,0,0,0,0,0,0,0,1,0,0,34.505139
6108,0,0,0,0,0,0,0,1,0,0,36.902884
6109,0,0,0,0,0,0,0,1,0,0,42.16916
6110,0,0,0,0,0,0,0,1,0,0,51.488951
6111,0,0,0,0,0,0,0,1,0,0,57.619369
6112,0.9,0,0.9,0,0,0,1,0,0,1,65.360867
6113,0,0,0,0,0,0,0,0,0,0,53.599455
6114,0,0,0,0,0,0,0,0,0,0,39.027216
6115,0,0,0,0,0,0,0,0,0,0,38.058218
6116,0,0,0,0,0,0,0,0,0,0,36.159521
6117,0,0,0,0,0,0,0,0,0,0,29.486098
6118,0,0,0,0,0,0,0,0,0,0,24.173496
6119,0,0,0,0,0,0,0,0,0,0,21.430322
6120,0,0,0,0,0,0,0,0,0,0,19.464923
6121,0,0,0,0,0,0,0,0,0,0,18.010333
6122,0,0,0,0,0,0,0,0,0,0,17.258158
6123,0,0,0,0,0,0,0,0,0,0,16.359265
6124,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,16.186964
6125,0,0,0,0,0,0,0,1,0,0,18.135733
6126,0,0,0,0,0,0,0,1,0,0,21.435493
6127,0,0,0,0,0,0,0,1,0,0,22.563351
6128,0,0,0,0,0,0,0,1,0,0,22.217225
6129,0,0,0,0,0,0,0,1,0,0,24.096137
6130,0,0,0,0,0,0,0,1,0,0,25.046825
6131,0,0,0,0,0,0,0,1,0,0,27.641526
6132,0,0,0,0,0,0,0,1,0,0,30.007903
6133,0,0,0,0,0,0,0,1,0,0,32.745846
6134,0,0,0,0,0,0,0,1,0,0,34.06502
6135,0,0,0,0,0,0,0,1,0,0,33.382851
6136,0.9,0,0.9,0,0,0,1,0,0,1,34.895003
6137,0,0,0,0,0,0,0,0,0,0,31.878914
6138,0,0,0,0,0,0,0,0,0,0,28.781951
6139,0,0,0,0,0,0,0,0,0,0,27.371101
6140,0,0,0,0,0,0,0,0,0,0,26.501536
6141,0,0,0,0,0,0,0,0,0,0,22.937098
6142,0,0,0,0,0,0,0,0,0,0,21.030678
6143,0,0,0,0,0,0,0,0,0,0,19.251819
6144,0,0,0,0,0,0,0,0,0,0,18.872829
6145,0,0,0,0,0,0,0,0,0,0,18.642731
6146,0,0,0,0,0,0,0,0,0,0,17.743942
6147,0,0,0,0,0,0,0,0,0,0,17.162472
6148,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,16.89779
6149,0,0,0,0,0,0,0,1,0,0,17.329891
6150,0,0,0,0,0,0,0,1,0,0,17.975881
6151,0,0,0,0,0,0,0,1,0,0,18.374918
6152,0,0,0,0,0,0,0,1,0,0,19.827829
6153,0,0,0,0,0,0,0,1,0,0,21.48265
6154,0,0,0,0,0,0,0,1,0,0,22.79986
6155,0,0,0,0,0,0,0,1,0,0,24.638919
6156,0,0,0,0,0,0,0,1,0,0,25.944481
6157,0,0,0,0,0,0,0,1,0,0,29.870624
6158,0,0,0,0,0,0,0,1,0,0,31.311343
6159,0,0,0,0,0,0,0,1,0,0,33.679562
6160,0.9,0,0.9,0,0,0,1,0,0,1,36.269756
6161,0,0,0,0,0,0,0,0,0,0,34.07587
6162,0,0,0,0,0,0,0,0,0,0,31.474354
6163,0,0,0,0,0,0,0,0,0,0,31.72087
6164,0,0,0,0,0,0,0,0,0,0,27.431004
6165,0,0,0,0,0,0,0,0,0,0,23.190606
6166,0,0,0,0,0,0,0,0,0,0,21.979445
6167,0,0,0,0,0,0,0,0,0,0,20.172133
6168,0,0,0,0,0,0,0,0,0,0,18.263298
6169,0,0,0,0,0,0,0,0,0,0,17.397104
6170,0,0,0,0,0,0,0,0,0,0,15.96353
6171,0,0,0,0,0,0,0,0,0,0,14.88411
6172,0,1.111111111,-1.111111111,1,0,0,0,1,1,-1,14.365028
6173,0,0,0,0,0,0,0,1,0,0,14.588717
6174,0,0,0,0,0,0,0,1,0,0,15.303164
6175,0,0,0,0,0,0,0,1,0,0,16.222869
