Hour,price,Power MILP degradation,Profit MILP degradation,SoC,SOCmax MILP Degradation,,"Power MILP, No degradation",Profit MILP No degradation,SoC,"SOCmax MILP, No degradation",Power MILP no degradation const efficiency,Profit MILP No degradation roundtrip eff,SoC,"SOCmax MILP no degradation, roundtrip",power degradation workoff,Profit degradation workoff,SOCmax degradation workoff
4872,42.16,0,0,0,0.99008482,1,0,0,0,0.986096511,0,0,0,0,0,0,0.978628186
4873,41.27,0,0,0,0.990083107,0.999998288,0,0,0,0.986094799,0,0,0,0.976980234,0,0,0.978626474
4874,41.02,0,0,0,0.990081395,0.999996575,0,0,0,0.986093086,0,0,0,0.976978521,0,0,0.978624762
4875,30.71,0,0,0,0.990079683,0.999994863,0,0,0,0.986091374,0,0,0,0.976976809,0,0,0.978623049
4876,41.23,-0.98,-40.4054,0.98,0.990018235,0.999933415,-0.98,-40.4054,0.98,0.986029929,-1,-41.23,1,0.976908265,0,0,0.978621337
4877,42.49,0,-40.4054,0.98,0.990016523,0.999931703,0,-40.4054,0.98,0.986028217,0,-41.23,1,0.976906552,0,0,0.978619625
4878,45.13,0,-40.4054,0.98,0.99001481,0.999929991,0,-40.4054,0.98,0.986026505,0,-41.23,1,0.97690484,0,0,0.978617912
4879,47.23,0,-40.4054,0.98,0.990013098,0.999928278,0,-40.4054,0.98,0.986024792,0,-41.23,1,0.976903128,-0.45,-21.2535,0.978604319
4880,53.45,0,-40.4054,0.98,0.990011386,0.999926566,0,-40.4054,0.98,0.98602308,0,-41.23,1,0.976901415,-0.45,-45.306,0.978590726
4881,69.57,0,-40.4054,0.98,0.990009673,0.999924854,0,-40.4054,0.98,0.986021368,0,-41.23,1,0.976899703,-0.078590726,-50.7735568,0.978589487
4882,82.94,0,-40.4054,0.98,0.990007961,0.999923141,0,-40.4054,0.98,0.986019655,0,-41.23,1,0.976897991,1.24E-06,-50.77345408,0.978589487
4883,124.37,0,-40.4054,0.98,0.990006249,0.999921429,0,-40.4054,0.98,0.986017943,0,-41.23,1,0.976896278,0,-50.77345408,0.978587775
4884,135.45,0,-40.4054,0.98,0.990004536,0.999919717,0,-40.4054,0.98,0.986016231,0,-41.23,1,0.976894566,0,-50.77345408,0.978586063
4885,150.78,0,-40.4054,0.98,0.990002824,0.999918004,0,-40.4054,0.98,0.986014518,0,-41.23,1,0.976892854,3.42E-06,-50.77293771,0.978586063
4886,150.83,0,-40.4054,0.98,0.990001112,0.999916292,0,-40.4054,0.98,0.986012806,0,-41.23,1,0.976891141,0.45,17.10056229,0.978586063
4887,159.71,0.144,-17.40716,0.836,0.990001112,0.999916292,0.144,-17.40716,0.836,0.986012806,0,-41.23,1,0.976889429,0,17.10056229,0.97858435
4888,150.8,0.836,108.66164,0,0.990001112,0.999916292,0.836,108.66164,0,0.986012806,1,109.57,0,0.976889429,0,17.10056229,0.978582638
4889,126.05,0,108.66164,0,0.989999399,0.99991458,0,108.66164,0,0.986011094,0,109.57,0,0.976887717,0.528586063,83.7288355,0.978582638
4890,115.52,0,108.66164,0,0.989997687,0.999912867,0,108.66164,0,0.986009381,0,109.57,0,0.976886004,0,83.7288355,0.978580926
4891,115.48,0,108.66164,0,0.989995975,0.999911155,0,108.66164,0,0.986007669,0,109.57,0,0.976884292,0,83.7288355,0.978579213
4892,86.18,0,108.66164,0,0.989994262,0.999909443,0,108.66164,0,0.986005957,0,109.57,0,0.97688258,0,83.7288355,0.978577501
4893,51.95,0,108.66164,0,0.98999255,0.99990773,0,108.66164,0,0.986004244,0,109.57,0,0.976880867,0,83.7288355,0.978575789
4894,46.24,0,108.66164,0,0.989990838,0.999906018,0,108.66164,0,0.986002532,0,109.57,0,0.976879155,0,83.7288355,0.978574076
4895,42.48,0,108.66164,0,0.989989125,0.999904306,0,108.66164,0,0.98600082,0,109.57,0,0.976877443,0,83.7288355,0.978572364
4896,41.14,0,108.66164,0,0.989987413,0.999902593,0,108.66164,0,0.985999107,0,109.57,0,0.97687573,0,83.7288355,0.978570652
4897,40.13,0,108.66164,0,0.989985701,0.999900881,0,108.66164,0,0.985997395,0,109.57,0,0.976874018,0,83.7288355,0.978568939
4898,39.48,0,108.66164,0,0.989983988,0.999899169,0,108.66164,0,0.985995683,0,109.57,0,0.976872306,0,83.7288355,0.978567227
4899,30.85,0,108.66164,0,0.989982276,0.999897456,0,108.66164,0,0.98599397,0,109.57,0,0.976870593,0,83.7288355,0.978565515
4900,38.94,-0.98,70.50044,0.98,0.989918513,0.999833693,-0.98,70.50044,0.98,0.985930207,-1,70.63,1,0.97680206,0,83.7288355,0.978563802
4901,41.53,0,70.50044,0.98,0.989916801,0.999831981,0,70.50044,0.98,0.985928495,0,70.63,1,0.976800347,0,83.7288355,0.97856209
4902,43.7,0,70.50044,0.98,0.989915088,0.999830269,0,70.50044,0.98,0.985926783,0,70.63,1,0.976798635,0,83.7288355,0.978560378
4903,44.97,0,70.50044,0.98,0.989913376,0.999828556,0,70.50044,0.98,0.98592507,0,70.63,1,0.976796923,-0.45,63.4923355,0.978546785
4904,49.66,0,70.50044,0.98,0.989911664,0.999826844,0,70.50044,0.98,0.985923358,0,70.63,1,0.97679521,-0.45,41.1453355,0.978533191
4905,65.33,0,70.50044,0.98,0.989909951,0.999825132,0,70.50044,0.98,0.985921646,0,70.63,1,0.976793498,-0.078533191,36.0147621,0.978531954
4906,84.65,0,70.50044,0.98,0.989908239,0.999823419,0,70.50044,0.98,0.985919933,0,70.63,1,0.976791786,1.24E-06,36.01486686,0.978531954
4907,116.76,0,70.50044,0.98,0.989906527,0.999821707,0,70.50044,0.98,0.985918221,0,70.63,1,0.976790073,0,36.01486686,0.978530242
4908,132.38,0,70.50044,0.98,0.989904814,0.999819995,0,70.50044,0.98,0.985916509,0,70.63,1,0.976788361,0,36.01486686,0.978528529
4909,149.61,0,70.50044,0.98,0.989903102,0.999818282,0,70.50044,0.98,0.985914796,0,70.63,1,0.976786649,0,36.01486686,0.978526817
4910,158.45,0,70.50044,0.98,0.98990139,0.99981657,0,70.50044,0.98,0.985913084,0,70.63,1,0.976784936,0,36.01486686,0.978525105
4911,172.95,0,70.50044,0.98,0.989899677,0.999814858,0,70.50044,0.98,0.985911372,0,70.63,1,0.976783224,0.9,191.6698669,0.978525105
4912,158.54,0.89,211.60104,0.09,0.989899677,0.999814858,0.98,225.86964,0,0.985911372,1,229.17,0,0.976783224,0.078531954,204.1203228,0.978525105
4913,132.04,0,211.60104,0.09,0.989897965,0.999813145,0,225.86964,0,0.985909659,0,229.17,0,0.976781512,0,204.1203228,0.978523392
4914,114.68,0,211.60104,0.09,0.989896253,0.999811433,0,225.86964,0,0.985907947,0,229.17,0,0.976779799,0,204.1203228,0.97852168
4915,84.42,0,211.60104,0.09,0.98989454,0.999809721,0,225.86964,0,0.985906235,0,229.17,0,0.976778087,0,204.1203228,0.978519968
4916,74.94,0,211.60104,0.09,0.989892828,0.999808008,0,225.86964,0,0.985904522,0,229.17,0,0.976776375,0,204.1203228,0.978518255
4917,48.18,0,211.60104,0.09,0.989891116,0.999806296,0,225.86964,0,0.98590281,0,229.17,0,0.976774662,0,204.1203228,0.978516543
4918,43.26,0,211.60104,0.09,0.989889403,0.999804584,0,225.86964,0,0.985901098,0,229.17,0,0.97677295,0,204.1203228,0.978514831
4919,41.88,0,211.60104,0.09,0.989887691,0.999802871,0,225.86964,0,0.985899385,0,229.17,0,0.976771238,0,204.1203228,0.978513118
4920,31.31,0,211.60104,0.09,0.989885979,0.999801159,0,225.86964,0,0.985897673,0,229.17,0,0.976769525,-0.9,175.9413228,0.978415273
4921,28.21,0,211.60104,0.09,0.989884266,0.999799447,0,225.86964,0,0.985895961,0,229.17,0,0.976767813,0,175.9413228,0.978413561
4922,26.43,0,211.60104,0.09,0.989882554,0.999797734,0,225.86964,0,0.985894248,0,229.17,0,0.976766101,0,175.9413228,0.978411849
4923,25.91,0,211.60104,0.09,0.989880842,0.999796022,-0.38,216.02384,0.38,0.985884801,0,229.17,0,0.976764388,0,175.9413228,0.978410136
4924,29.5,0,211.60104,0.09,0.989879129,0.99979431,-0.6,198.32384,0.98,0.985872655,-1,199.67,1,0.976695854,0,175.9413228,0.978408424
4925,35.87,0,211.60104,0.09,0.989877417,0.999792597,0,198.32384,0.98,0.985870942,0,199.67,1,0.976694142,0,175.9413228,0.978406712
4926,42.57,0,211.60104,0.09,0.989875705,0.999790885,0,198.32384,0.98,0.98586923,0,199.67,1,0.97669243,0,175.9413228,0.978404999
4927,43.6,0,211.60104,0.09,0.989873992,0.999789173,0,198.32384,0.98,0.985867518,0,199.67,1,0.976690717,0,175.9413228,0.978403287
4928,45.1,0,211.60104,0.09,0.98987228,0.99978746,0,198.32384,0.98,0.985865805,0,199.67,1,0.976689005,0,175.9413228,0.978401575
4929,45.37,0,211.60104,0.09,0.989870568,0.999785748,0,198.32384,0.98,0.985864093,0,199.67,1,0.976687293,0,175.9413228,0.978399862
4930,47.94,0,211.60104,0.09,0.989868855,0.999784036,0,198.32384,0.98,0.985862381,0,199.67,1,0.97668558,0,175.9413228,0.97839815
4931,52.11,0,211.60104,0.09,0.989867143,0.999782324,0,198.32384,0.98,0.985860668,0,199.67,1,0.976683868,0,175.9413228,0.978396438
4932,55.37,0,211.60104,0.09,0.989865431,0.999780611,0,198.32384,0.98,0.985858956,0,199.67,1,0.976682156,0,175.9413228,0.978394725
4933,59.45,0,211.60104,0.09,0.989863718,0.999778899,0,198.32384,0.98,0.985857244,0,199.67,1,0.976680443,0,175.9413228,0.978393013
4934,64.16,0,211.60104,0.09,0.989862006,0.999777187,0,198.32384,0.98,0.985855531,0,199.67,1,0.976678731,0,175.9413228,0.978391301
4935,65.81,0,211.60104,0.09,0.989860294,0.999775474,0.2,211.48584,0.78,0.985855531,0,199.67,1,0.976677019,0,175.9413228,0.978389588
4936,61.3,0,211.60104,0.09,0.989858581,0.999773762,0.78,259.29984,0,0.985855531,1,260.97,0,0.976677019,0,175.9413228,0.978387876
4937,53.35,0,211.60104,0.09,0.989856869,0.99977205,0,259.29984,0,0.985853819,0,260.97,0,0.976675306,0.9,223.9563228,0.978387876
4938,49.48,0,211.60104,0.09,0.989855157,0.999770337,0,259.29984,0,0.985852107,0,260.97,0,0.976673594,0,223.9563228,0.978386164
4939,51.21,0,211.60104,0.09,0.989853444,0.999768625,0,259.29984,0,0.985850394,0,260.97,0,0.976671882,0,223.9563228,0.978384451
4940,47.67,0,211.60104,0.09,0.989851732,0.999766913,0,259.29984,0,0.985848682,0,260.97,0,0.976670169,0,223.9563228,0.978382739
4941,45.59,0,211.60104,0.09,0.98985002,0.9997652,0,259.29984,0,0.98584697,0,260.97,0,0.976668457,0,223.9563228,0.978381027
4942,42.7,0,211.60104,0.09,0.989848307,0.999763488,0,259.29984,0,0.985845257,0,260.97,0,0.976666745,0,223.9563228,0.978379314
4943,34.19,0,211.60104,0.09,0.989846595,0.999761776,0,259.29984,0,0.985843545,0,260.97,0,0.976665032,0,223.9563228,0.978377602
4944,30.23,0,211.60104,0.09,0.989844883,0.999760063,0,259.29984,0,0.985841833,0,260.97,0,0.97666332,-0.9,196.7493228,0.978279757
4945,26.7,0,211.60104,0.09,0.98984317,0.999758351,0,259.29984,0,0.98584012,0,260.97,0,0.976661608,0,196.7493228,0.978278045
4946,25.07,0,211.60104,0.09,0.989841458,0.999756639,0,259.29984,0,0.985838408,0,260.97,0,0.976659895,0,196.7493228,0.978276332
4947,24.9,0,211.60104,0.09,0.989839746,0.999754926,-0.4,249.33984,0.4,0.985828052,0,260.97,0,0.976658183,0,196.7493228,0.97827462
4948,27.72,0,211.60104,0.09,0.989838033,0.999753214,-0.58,233.26224,0.98,0.985816436,-1,233.25,1,0.976589649,0,196.7493228,0.978272908
4949,31.37,0,211.60104,0.09,0.989836321,0.999751502,0,233.26224,0.98,0.985814723,0,233.25,1,0.976587937,0,196.7493228,0.978271195
4950,41.35,0,211.60104,0.09,0.989834609,0.999749789,0,233.26224,0.98,0.985813011,0,233.25,1,0.976586225,0,196.7493228,0.978269483
4951,42.75,0,211.60104,0.09,0.989832896,0.999748077,0,233.26224,0.98,0.985811299,0,233.25,1,0.976584512,0,196.7493228,0.978267771
4952,44.08,0,211.60104,0.09,0.989831184,0.999746365,0,233.26224,0.98,0.985809586,0,233.25,1,0.9765828,0,196.7493228,0.978266059
4953,45.63,0,211.60104,0.09,0.989829472,0.999744652,0,233.26224,0.98,0.985807874,0,233.25,1,0.976581088,0,196.7493228,0.978264346
4954,47.65,0,211.60104,0.09,0.989827759,0.99974294,0,233.26224,0.98,0.985806162,0,233.25,1,0.976579375,0,196.7493228,0.978262634
4955,49.4,0,211.60104,0.09,0.989826047,0.999741228,0,233.26224,0.98,0.985804449,0,233.25,1,0.976577663,0,196.7493228,0.978260922
4956,54.07,0,211.60104,0.09,0.989824335,0.999739515,0,233.26224,0.98,0.985802737,0,233.25,1,0.976575951,0,196.7493228,0.978259209
4957,62.2,0,211.60104,0.09,0.989822622,0.999737803,0,233.26224,0.98,0.985801025,0,233.25,1,0.976574238,0,196.7493228,0.978257497
4958,68.94,0,211.60104,0.09,0.98982091,0.999736091,0,233.26224,0.98,0.985799312,0,233.25,1,0.976572526,0,196.7493228,0.978255785
4959,64.38,0,211.60104,0.09,0.989819198,0.999734378,0.98,296.35464,0,0.985799312,1,297.63,0,0.976572526,0,196.7493228,0.978254072
4960,60.75,0,211.60104,0.09,0.989817485,0.999732666,0,296.35464,0,0.9857976,0,297.63,0,0.976570814,0,196.7493228,0.97825236
4961,50.36,0,211.60104,0.09,0.989815773,0.999730954,0,296.35464,0,0.985795888,0,297.63,0,0.976569101,0,196.7493228,0.978250648
4962,50.18,0,211.60104,0.09,0.989814061,0.999729241,0,296.35464,0,0.985794175,0,297.63,0,0.976567389,0,196.7493228,0.978248935
4963,48.16,0,211.60104,0.09,0.989812349,0.999727529,0,296.35464,0,0.985792463,0,297.63,0,0.976565677,0,196.7493228,0.978247223
4964,46.63,0,211.60104,0.09,0.989810636,0.999725817,0,296.35464,0,0.985790751,0,297.63,0,0.976563964,0,196.7493228,0.978245511
4965,43.04,0,211.60104,0.09,0.989808924,0.999724104,0,296.35464,0,0.985789038,0,297.63,0,0.976562252,0,196.7493228,0.978243798
4966,38.88,0,211.60104,0.09,0.989807212,0.999722392,0,296.35464,0,0.985787326,0,297.63,0,0.97656054,0,196.7493228,0.978242086
4967,31.93,0,211.60104,0.09,0.989805499,0.99972068,0,296.35464,0,0.985785614,0,297.63,0,0.976558827,0,196.7493228,0.978240374
4968,29.12,0,211.60104,0.09,0.989803787,0.999718967,0,296.35464,0,0.985783901,0,297.63,0,0.976557115,0,196.7493228,0.978238661
4969,25.15,0,211.60104,0.09,0.989802075,0.999717255,0,296.35464,0,0.985782189,0,297.63,0,0.976555403,0,196.7493228,0.978236949
4970,22.74,0,211.60104,0.09,0.989800362,0.999715543,0,296.35464,0,0.985780477,0,297.63,0,0.97655369,0,196.7493228,0.978235237
4971,21.91,0,211.60104,0.09,0.98979865,0.99971383,0,296.35464,0,0.985778764,0,297.63,0,0.976551978,0,196.7493228,0.978233524
4972,22.03,0,211.60104,0.09,0.989796938,0.999712118,-0.58,283.57724,0.58,0.985756129,-1,275.6,1,0.976483444,0,196.7493228,0.978231812
4973,24.49,0,211.60104,0.09,0.989795225,0.999710406,-0.22,278.18944,0.8,0.985752036,0,275.6,1,0.976481732,0,196.7493228,0.9782301
4974,28.08,0,211.60104,0.09,0.989793513,0.999708693,0,278.18944,0.8,0.985750324,0,275.6,1,0.976480019,0,196.7493228,0.978228387
4975,31.81,0,211.60104,0.09,0.989791801,0.999706981,0,278.18944,0.8,0.985748611,0,275.6,1,0.976478307,0,196.7493228,0.978226675
4976,39.36,0,211.60104,0.09,0.989790088,0.999705269,0,278.18944,0.8,0.985746899,0,275.6,1,0.976476595,0,196.7493228,0.978224963
4977,43.69,0,211.60104,0.09,0.989788376,0.999703556,0,278.18944,0.8,0.985745187,0,275.6,1,0.976474882,0,196.7493228,0.97822325
4978,45.32,0,211.60104,0.09,0.989786664,0.999701844,0,278.18944,0.8,0.985743474,0,275.6,1,0.97647317,0,196.7493228,0.978221538
4979,46.79,0,211.60104,0.09,0.989784951,0.999700132,0,278.18944,0.8,0.985741762,0,275.6,1,0.976471458,0,196.7493228,0.978219826
4980,49.25,0,211.60104,0.09,0.989783239,0.999698419,0,278.18944,0.8,0.98574005,0,275.6,1,0.976469745,0,196.7493228,0.978218113
4981,51.07,0,211.60104,0.09,0.989781527,0.999696707,0,278.18944,0.8,0.985738337,0,275.6,1,0.976468033,0,196.7493228,0.978216401
4982,52.67,0,211.60104,0.09,0.989779814,0.999694995,0,278.18944,0.8,0.985736625,0,275.6,1,0.976466321,0,196.7493228,0.978214689
4983,55.98,0,211.60104,0.09,0.989778102,0.999693282,0,278.18944,0.8,0.985734913,0,275.6,1,0.976464608,0,196.7493228,0.978212976
4984,57.95,0,211.60104,0.09,0.98977639,0.99969157,0.02,279.34844,0.78,0.985734913,0,275.6,1,0.976462896,0,196.7493228,0.978211264
4985,50.01,0,211.60104,0.09,0.989774677,0.999689858,0.78,318.35624,0,0.985734913,1,325.61,0,0.976462896,0,196.7493228,0.978209552
4986,46.96,0,211.60104,0.09,0.989772965,0.999688145,0,318.35624,0,0.9857332,0,325.61,0,0.976461184,0,196.7493228,0.978207839
4987,48.18,0,211.60104,0.09,0.989771253,0.999686433,0,318.35624,0,0.985731488,0,325.61,0,0.976459471,0,196.7493228,0.978206127
4988,46.16,0,211.60104,0.09,0.98976954,0.999684721,0,318.35624,0,0.985729776,0,325.61,0,0.976457759,0,196.7493228,0.978204415
4989,45.02,0,211.60104,0.09,0.989767828,0.999683008,0,318.35624,0,0.985728063,0,325.61,0,0.976456047,0,196.7493228,0.978202702
4990,42.3,0,211.60104,0.09,0.989766116,0.999681296,0,318.35624,0,0.985726351,0,325.61,0,0.976454334,0,196.7493228,0.97820099
4991,33.43,0,211.60104,0.09,0.989764403,0.999679584,0,318.35624,0,0.985724639,0,325.61,0,0.976452622,0,196.7493228,0.978199278
4992,29.55,0,211.60104,0.09,0.989762691,0.999677871,0,318.35624,0,0.985722926,0,325.61,0,0.97645091,0,196.7493228,0.978197565
4993,26.7,0,211.60104,0.09,0.989760979,0.999676159,0,318.35624,0,0.985721214,0,325.61,0,0.976449197,0,196.7493228,0.978195853
4994,24.47,0,211.60104,0.09,0.989759266,0.999674447,0,318.35624,0,0.985719502,0,325.61,0,0.976447485,0,196.7493228,0.978194141
4995,22.61,0,211.60104,0.09,0.989757554,0.999672734,0,318.35624,0,0.985717789,0,325.61,0,0.976445773,0,196.7493228,0.978192428
4996,23.31,0,211.60104,0.09,0.989755842,0.999671022,-0.6064,304.221056,0.6064,0.985691057,-1,302.3,1,0.976377239,0,196.7493228,0.978190716
4997,23.35,0,211.60104,0.09,0.989754129,0.99966931,-0.1672,300.316936,0.7736,0.985690087,0,302.3,1,0.976375527,0,196.7493228,0.978189004
4998,27.15,0,211.60104,0.09,0.989752417,0.999667597,-0.2064,294.713176,0.98,0.985690087,0,302.3,1,0.976373814,0,196.7493228,0.978187291
4999,29.51,0,211.60104,0.09,0.989750705,0.999665885,0,294.713176,0.98,0.985688375,0,302.3,1,0.976372102,0,196.7493228,0.978185579
5000,38.58,0,211.60104,0.09,0.989748992,0.999664173,0,294.713176,0.98,0.985686662,0,302.3,1,0.97637039,0,196.7493228,0.978183867
5001,43.36,0,211.60104,0.09,0.98974728,0.99966246,0,294.713176,0.98,0.98568495,0,302.3,1,0.976368677,0,196.7493228,0.978182154
5002,44.09,0,211.60104,0.09,0.989745568,0.999660748,0,294.713176,0.98,0.985683238,0,302.3,1,0.976366965,0,196.7493228,0.978180442
5003,46.01,0,211.60104,0.09,0.989743855,0.999659036,0,294.713176,0.98,0.985681525,0,302.3,1,0.976365253,0,196.7493228,0.97817873
5004,47.47,0,211.60104,0.09,0.989742143,0.999657324,0,294.713176,0.98,0.985679813,0,302.3,1,0.97636354,0,196.7493228,0.978177017
5005,50.66,0,211.60104,0.09,0.989740431,0.999655611,0,294.713176,0.98,0.985678101,0,302.3,1,0.976361828,0,196.7493228,0.978175305
5006,51.96,0,211.60104,0.09,0.989738718,0.999653899,0,294.713176,0.98,0.985676388,0,302.3,1,0.976360116,0,196.7493228,0.978173593
5007,56.41,0,211.60104,0.09,0.989737006,0.999652187,0,294.713176,0.98,0.985674676,0,302.3,1,0.976358403,0,196.7493228,0.97817188
5008,53.31,0,211.60104,0.09,0.989735294,0.999650474,0.8,337.361176,0.18,0.985674676,1,355.61,0,0.976358403,0,196.7493228,0.978170168
5009,48.95,0,211.60104,0.09,0.989733581,0.999648762,0.18,346.172176,0,0.985674676,0,355.61,0,0.976356691,0,196.7493228,0.978168456
5010,47.57,0,211.60104,0.09,0.989731869,0.99964705,0,346.172176,0,0.985672964,0,355.61,0,0.976354979,0,196.7493228,0.978166743
5011,50.15,0,211.60104,0.09,0.989730157,0.999645337,0,346.172176,0,0.985671251,0,355.61,0,0.976353266,0,196.7493228,0.978165031
5012,47.71,0,211.60104,0.09,0.989728444,0.999643625,0,346.172176,0,0.985669539,0,355.61,0,0.976351554,0,196.7493228,0.978163319
5013,43.45,0,211.60104,0.09,0.989726732,0.999641913,0,346.172176,0,0.985667827,0,355.61,0,0.976349842,0,196.7493228,0.978161606
5014,40.13,0,211.60104,0.09,0.98972502,0.9996402,0,346.172176,0,0.985666114,0,355.61,0,0.976348129,0,196.7493228,0.978159894
5015,30.82,0,211.60104,0.09,0.989723307,0.999638488,0,346.172176,0,0.985664402,0,355.61,0,0.976346417,0,196.7493228,0.978158182
5016,28.71,0,211.60104,0.09,0.989721595,0.999636776,0,346.172176,0,0.98566269,0,355.61,0,0.976344705,0,196.7493228,0.978156469
5017,27.03,0,211.60104,0.09,0.989719883,0.999635063,0,346.172176,0,0.985660977,0,355.61,0,0.976342992,0,196.7493228,0.978154757
5018,25.61,0,211.60104,0.09,0.98971817,0.999633351,-0.229710536,340.2892892,0.229710536,0.985656585,0,355.61,0,0.97634128,0.45,208.2738228,0.978154757
5019,25.87,0,211.60104,0.09,0.989716458,0.999631639,-0.320578929,331.9959123,0.550289465,0.985649498,-0.726507299,336.8152562,0.726507299,0.97629617,0.45,219.9153228,0.978154757
5020,28.3,0,211.60104,0.09,0.989714746,0.999629926,-0.279421071,324.088296,0.829710536,0.985643796,-0.273492701,329.0754127,1,0.976294665,-0.9,194.4453228,0.978056912
5021,32.55,0,211.60104,0.09,0.989713033,0.999628214,-0.150289464,319.1963739,0.98,0.985643796,0,329.0754127,1,0.976292953,0,194.4453228,0.9780552
5022,37.07,0,211.60104,0.09,0.989711321,0.999626502,0,319.1963739,0.98,0.985642084,0,329.0754127,1,0.976291241,0,194.4453228,0.978053488
5023,39.83,0,211.60104,0.09,0.989709609,0.999624789,0,319.1963739,0.98,0.985640371,0,329.0754127,1,0.976289528,-0.078053488,191.3364524,0.978052258
5024,44.61,0,211.60104,0.09,0.989707896,0.999623077,0,319.1963739,0.98,0.985638659,0,329.0754127,1,0.976287816,1.23E-06,191.3365073,0.978052258
5025,47.77,0,211.60104,0.09,0.989706184,0.999621365,0,319.1963739,0.98,0.985636947,0,329.0754127,1,0.976286104,0,191.3365073,0.978050546
5026,54.44,0,211.60104,0.09,0.989704472,0.999619652,0,319.1963739,0.98,0.985635234,0,329.0754127,1,0.976284391,0,191.3365073,0.978048834
5027,58.38,0,211.60104,0.09,0.989702759,0.99961794,0,319.1963739,0.98,0.985633522,0,329.0754127,1,0.976282679,0,191.3365073,0.978047121
5028,67.03,0,211.60104,0.09,0.989701047,0.999616228,0,319.1963739,0.98,0.98563181,0,329.0754127,1,0.976280967,0,191.3365073,0.978045409
5029,80,0,211.60104,0.09,0.989699335,0.999614515,0,319.1963739,0.98,0.985630097,0,329.0754127,1,0.976279254,0,191.3365073,0.978043697
5030,82.02,0,211.60104,0.09,0.989697622,0.999612803,0.1472,331.2697179,0.8328,0.985630097,0,329.0754127,1,0.976277542,0.9,265.1545073,0.978043697
5031,80.25,0,211.60104,0.09,0.98969591,0.999611091,0.4856,370.2391179,0.3472,0.985630097,1,409.3254127,0,0.976277542,0,265.1545073,0.978041984
5032,79.84,0,211.60104,0.09,0.989694198,0.999609378,0.1672,383.5883659,0.18,0.985630097,0,409.3254127,0,0.97627583,0,265.1545073,0.978040272
5033,54.48,0,211.60104,0.09,0.989692485,0.999607666,0.18,393.3947659,0,0.985630097,0,409.3254127,0,0.976274117,0,265.1545073,0.97803856
5034,51.16,0,211.60104,0.09,0.989690773,0.999605954,0,393.3947659,0,0.985628385,0,409.3254127,0,0.976272405,0,265.1545073,0.978036847
5035,51.24,0,211.60104,0.09,0.989689061,0.999604241,0,393.3947659,0,0.985626673,0,409.3254127,0,0.976270693,0,265.1545073,0.978035135
5036,49.5,0,211.60104,0.09,0.989687349,0.999602529,0,393.3947659,0,0.98562496,0,409.3254127,0,0.97626898,0,265.1545073,0.978033423
5037,44.57,0,211.60104,0.09,0.989685636,0.999600817,0,393.3947659,0,0.985623248,0,409.3254127,0,0.976267268,0,265.1545073,0.97803171
5038,39.13,0,211.60104,0.09,0.989683924,0.999599104,0,393.3947659,0,0.985621536,0,409.3254127,0,0.976265556,0,265.1545073,0.978029998
5039,30.32,0,211.60104,0.09,0.989682212,0.999597392,0,393.3947659,0,0.985619823,0,409.3254127,0,0.976263843,0,265.1545073,0.978028286
5040,27.64,0,211.60104,0.09,0.989680499,0.99959568,0,393.3947659,0,0.985618111,0,409.3254127,0,0.976262131,0,265.1545073,0.978026573
5041,24.66,0,211.60104,0.09,0.989678787,0.999593967,0,393.3947659,0,0.985616399,0,409.3254127,0,0.976260419,0,265.1545073,0.978024861
5042,23.65,0,211.60104,0.09,0.989677075,0.999592255,0,393.3947659,0,0.985614686,0,409.3254127,0,0.976258706,0,265.1545073,0.978023149
5043,23.55,0,211.60104,0.09,0.989675362,0.999590543,-0.4,383.9747659,0.4,0.98560433,0,409.3254127,0,0.976256994,-0.89997089,243.9601928,0.977925316
5044,26.63,0,211.60104,0.09,0.98967365,0.99958883,-0.58,368.5293659,0.98,0.985592176,-1,382.6954127,1,0.97618844,0,243.9601928,0.977923604
5045,30.2,0,211.60104,0.09,0.989671938,0.999587118,0,368.5293659,0.98,0.985590464,0,382.6954127,1,0.976186727,0,243.9601928,0.977921891
5046,35.15,0,211.60104,0.09,0.989670225,0.999585406,0,368.5293659,0.98,0.985588752,0,382.6954127,1,0.976185015,0.000101258,243.963752,0.977921891
5047,40.11,0,211.60104,0.09,0.989668513,0.999583693,0,368.5293659,0.98,0.985587039,0,382.6954127,1,0.976183303,0,243.963752,0.977920179
5048,42.25,0,211.60104,0.09,0.989666801,0.999581981,0,368.5293659,0.98,0.985585327,0,382.6954127,1,0.97618159,1.71E-06,243.9638243,0.977920179
5049,46.4,0,211.60104,0.09,0.989665088,0.999580269,0,368.5293659,0.98,0.985583615,0,382.6954127,1,0.976179878,0,243.9638243,0.977918467
5050,49.19,0,211.60104,0.09,0.989663376,0.999578556,0,368.5293659,0.98,0.985581902,0,382.6954127,1,0.976178166,0,243.9638243,0.977916754
5051,55.77,0,211.60104,0.09,0.989661664,0.999576844,0,368.5293659,0.98,0.98558019,0,382.6954127,1,0.976176453,0,243.9638243,0.977915042
5052,61.9,0,211.60104,0.09,0.989659951,0.999575132,0,368.5293659,0.98,0.985578478,0,382.6954127,1,0.976174741,0,243.9638243,0.97791333
5053,66.98,0,211.60104,0.09,0.989658239,0.999573419,0,368.5293659,0.98,0.985576765,0,382.6954127,1,0.976173029,0,243.9638243,0.977911617
