0,1,2,3
0.9999982876712329,0.0,0.0,50.02
0.9999965753424658,0.0,0.0,50.28
0.9999948630136987,0.0,0.0,48.1
0.9999702937840792,0.9999948630136987,-1.111111111,49.34
0.9999685814553121,0.9999948630136987,0.0,49.22
0.999966869126545,0.9999948630136987,0.0,54.09
0.9999651567977779,0.9999948630136987,0.0,64.2
0.9999634444690108,0.9999948630136987,0.0,76.9
0.9999617321402436,0.9999948630136987,0.0,84.66
0.9999600198114765,0.9999948630136987,0.0,85.99
0.9999583074827094,0.9999948630136987,0.0,86.25
0.9999565951539423,0.9999948630136987,0.0,83.17
0.9999548828251752,0.9999948630136987,0.0,80.38
0.9999531704964081,0.9999948630136987,0.0,78.43
0.999951458167641,0.9999948630136987,0.0,78.64
0.9999497458388739,0.9999948630136987,0.0,104.63
0.9999480335101067,0.9999948630136987,0.0,125.61
0.9999254925607154,0.0,0.9,121.95
0.9999237802319483,0.0,0.0,109.92
0.9999220679031812,0.0,0.0,107.67
0.999920355574414,0.0,0.0,104.13
0.9999186432456469,0.0,0.0,81.13
0.9999169309168798,0.0,0.0,74.77
0.9999152185881127,0.0,0.0,88.12
0.9999135062593456,0.0,0.0,73.99
0.9999117939305785,0.0,0.0,64.99
0.9999100816018114,0.0,0.0,62.61
0.9998855123721919,0.9999100816018114,-1.111111111,67.04
0.9998838000434248,0.9999100816018114,0.0,78.68
0.9998820877146577,0.9999100816018114,0.0,98.66
0.9998803753858906,0.9999100816018114,0.0,117.66
0.9998786630571235,0.9999100816018114,0.0,123.35
0.9998769507283564,0.9999100816018114,0.0,132.01
0.9998752383995893,0.9999100816018114,0.0,147.7
0.9998735260708221,0.9999100816018114,0.0,126.24
0.999871813742055,0.9999100816018114,0.0,121.53
0.9998701014132879,0.9999100816018114,0.0,115.79
0.9998683890845208,0.9999100816018114,0.0,110.58
0.9998666767557537,0.9999100816018114,0.0,114.12
0.9998649644269866,0.9999100816018114,0.0,164.38
0.9998632520982195,0.9999100816018114,0.0,199.99
0.9998615397694524,0.9999100816018114,0.0,203.51
0.999838998820061,0.0,0.9,188.21
0.9998372864912939,0.0,0.0,187.37
0.9998355741625268,0.0,0.0,164.35
0.9998338618337597,0.0,0.0,120.28
0.9998321495049926,0.0,0.0,101.01
0.9998304371762254,0.0,0.0,89.6
0.9998287248474583,0.0,0.0,75.27
0.9998270125186912,0.0,0.0,65.93
0.9998253001899241,0.0,0.0,65.54
0.9998007309603046,0.9998253001899241,-1.111111111,67.61
0.9997990186315375,0.9998253001899241,0.0,85.25
0.9997973063027704,0.9998253001899241,0.0,121.91
0.9997955939740033,0.9998253001899241,0.0,140.47
0.9997938816452362,0.9998253001899241,0.0,138.4
0.9997921693164691,0.9998253001899241,0.0,143.48
0.999790456987702,0.9998253001899241,0.0,148.55
0.9997887446589349,0.9998253001899241,0.0,145.91
0.9997870323301677,0.9998253001899241,0.0,143.47
0.9997853200014006,0.9998253001899241,0.0,143.42
0.9997836076726335,0.9998253001899241,0.0,143.31
0.9997818953438664,0.9998253001899241,0.0,143.33
0.9997801830150993,0.9998253001899241,0.0,161.92
0.9997784706863322,0.9998253001899241,0.0,190.26
0.9997559297369408,0.0,0.9,185.3
0.9997542174081737,0.0,0.0,177.9
0.9997525050794066,0.0,0.0,165.39
0.9997507927506395,0.0,0.0,154.56
0.9997490804218724,0.0,0.0,139.48
0.9997473680931053,0.0,0.0,93.7
0.9997456557643382,0.0,0.0,57.93
0.999743943435571,0.0,0.0,48.13
0.9997422311068039,0.0,0.0,45.27
0.9997405187780368,0.0,0.0,45.15
0.9997159495484174,0.9997405187780368,-1.111111111,45.26
0.9997142372196502,0.9997405187780368,0.0,51.61
