0,1,0,0,0,50.02
0,1,0,0,0,50.28
0,1,0,0,0,48.1
0,1,0,0,0,49.34
0,1,0,0,0,49.22
0,1,0,0,0,54.09
-13.52250004,0.99921012,-27.04500008,0.225,-0.25,64.2
2.527499199,0.99921012,0.054998398,0,0.25,76.9
2.527499199,0.99921012,0.054998398,0,0,84.66
2.527499199,0.99921012,0.054998398,0,0,85.99
2.527499199,0.99921012,0.054998398,0,0,86.25
2.527499199,0.99921012,0.054998398,0,0,83.17
2.527499199,0.99921012,0.054998398,0,0,80.38
2.527499199,0.99921012,0.054998398,0,0,78.43
2.527499199,0.99921012,0.054998398,0,0,78.64
2.527499199,0.99921012,0.054998398,0,0,104.63
2.527499199,0.99921012,-4.945001602,0,0,125.61
2.527499199,0.99921012,-9.945001602,0,0,121.95
2.527499199,0.99921012,-9.945001602,0,0,109.92
2.527499199,0.99921012,-9.945001602,0,0,107.67
2.527499199,0.99921012,-9.945001602,0,0,104.13
2.527499199,0.99921012,-9.945001602,0,0,81.13
2.527499199,0.99921012,-9.945001602,0,0,74.77
2.527499199,0.99921012,-9.945001602,0,0,88.12
2.527499199,0.99921012,-9.945001602,0,0,73.99
2.527499199,0.99921012,-9.945001602,0,0,64.99
2.527499199,0.99921012,-9.945001602,0,0,62.61
-28.77750111,0.997501073,-72.55500221,0.45,-0.5,67.04
-62.29750156,0.995792027,-139.5950031,0.9,-0.5,78.68
-70.67185347,0.995471542,-156.3437069,0.995792027,-0.106435586,98.66
-21.34185163,0.995471542,-57.68370327,0.545792027,0.5,117.66
37.4881502,0.995471542,59.97630039,0.095792027,0.5,123.35
50.61697951,0.995471542,81.23395902,0,0.106435586,132.01
50.61697951,0.995471542,76.23395902,0,0,147.7
50.61697951,0.995471542,76.23395902,0,0,126.24
50.61697951,0.995471542,76.23395902,0,0,121.53
50.61697951,0.995471542,76.23395902,0,0,115.79
50.61697951,0.995471542,76.23395902,0,0,110.58
50.61697951,0.995471542,76.23395902,0,0,114.12
-6.443021865,0.993762495,-37.88604373,0.45,-0.5,164.38
75.74698058,0.993762495,126.4939612,0,0.5,199.99
75.74698058,0.993762495,126.4939612,0,0,203.51
75.74698058,0.993762495,126.4939612,0,0,188.21
75.74698058,0.993762495,126.4939612,0,0,187.37
75.74698058,0.993762495,126.4939612,0,0,164.35
75.74698058,0.993762495,126.4939612,0,0,120.28
75.74698058,0.993762495,126.4939612,0,0,101.01
75.74698058,0.993762495,126.4939612,0,0,89.6
75.74698058,0.993762495,126.4939612,0,0,75.27
75.74698058,0.993762495,126.4939612,0,0,65.93
75.74698058,0.993762495,126.4939612,0,0,65.54
42.97698012,0.992053449,60.95396024,0.45,-0.5,67.61
9.171979814,0.990344402,-6.656040372,0.9,-0.5,85.25
0.614357244,0.990042143,-23.77128551,0.990344402,-0.100382669,121.91
61.56935908,0.990042143,98.13871815,0.540344402,0.5,140.47
131.8043597,0.990042143,238.6087194,0.090344402,0.5,138.4
145.6973205,0.990042143,261.394641,0,0.100382669,143.48
145.6973205,0.990042143,261.394641,0,0,148.55
145.6973205,0.990042143,256.394641,0,0,145.91
145.6973205,0.990042143,251.394641,0,0,143.47
145.6973205,0.990042143,251.394641,0,0,143.42
145.6973205,0.990042143,251.394641,0,0,143.31
145.6973205,0.990042143,251.394641,0,0,143.33
74.03231961,0.988333097,108.0646392,0.45,-0.5,161.92
154.9923187,0.988333097,269.9846374,0,0.5,190.26
154.9923187,0.988333097,269.9846374,0,0,185.3
154.9923187,0.988333097,264.9846374,0,0,177.9
154.9923187,0.988333097,264.9846374,0,0,165.39
154.9923187,0.988333097,264.9846374,0,0,154.56
154.9923187,0.988333097,264.9846374,0,0,139.48
154.9923187,0.988333097,264.9846374,0,0,93.7
154.9923187,0.988333097,264.9846374,0,0,57.93
154.9923187,0.988333097,264.9846374,0,0,48.13
154.9923187,0.988333097,264.9846374,0,0,45.27
154.9923187,0.988333097,264.9846374,0,0,45.15
132.4173179,0.98662405,219.8346359,0.45,-0.5,45.26
109.7873188,0.984915004,174.5746375,0.9,-0.5,51.61
135.5923191,0.984915004,226.1846381,0.45,0.5,83.8
177.4923206,0.984915004,309.9846412,0,0.5,88.58
177.4923206,0.984915004,309.9846412,0,0,87.07
177.4923206,0.984915004,309.9846412,0,0,92
177.4923206,0.984915004,309.9846412,0,0,90.59
177.4923206,0.984915004,309.9846412,0,0,87.21
177.4923206,0.984915004,309.9846412,0,0,82.6
177.4923206,0.984915004,309.9846412,0,0,81.6
177.4923206,0.984915004,309.9846412,0,0,77.22
138.88232,0.983205957,232.76464,0.45,-0.5,80.73
98.51731831,0.981496911,152.0346366,0.9,-0.5,99
148.0173183,0.981496911,251.0346366,0.45,0.5,132.09
214.0623165,0.981496911,383.124633,0,0.5,103.58
214.0623165,0.981496911,383.124633,0,0,101.31
214.0623165,0.981496911,383.124633,0,0,96.9
214.0623165,0.981496911,383.124633,0,0,87.58
214.0623165,0.981496911,383.124633,0,0,82.87
214.0623165,0.981496911,383.124633,0,0,57.51
214.0623165,0.981496911,383.124633,0,0,50.17
214.0623165,0.981496911,383.124633,0,0,44.53
214.0623165,0.981496911,383.124633,0,0,42.03
214.0623165,0.981496911,383.124633,0,0,39.4
214.0623165,0.981496911,383.124633,0,0,40.58
214.0623165,0.981496911,383.124633,0,0,43
192.5623165,0.979787865,340.124633,0.45,-0.5,44.84
170.1423164,0.978078818,295.2846328,0.9,-0.5,52.19
196.2373157,0.978078818,347.4746314,0.45,0.5,58.16
225.3173156,0.978078818,405.6346313,0,0.5,62.79
225.3173156,0.978078818,405.6346313,0,0,63.65
225.3173156,0.978078818,405.6346313,0,0,61.2
225.3173156,0.978078818,405.6346313,0,0,57.59
225.3173156,0.978078818,405.6346313,0,0,53.92
225.3173156,0.978078818,405.6346313,0,0,52.48
